ensg	lof.pLI	lof.z_score	mis.z_score	syn.z_score
ENSG00000175121	9.07E-06	1.65E-01	2.33E-01	2.82E-01
ENSG00000243543	1.53E-04	-2.06E-01	2.11E-01	9.69E-01
ENSG00000158901	1.64E-07	6.69E-01	6.12E-01	-2.36E-02
ENSG00000180205	7.23E-04	1.72E-01	8.57E-01	4.73E-02
ENSG00000127578	1.75E-04	-1.10E+00	-3.30E+00	-4.44E+00
ENSG00000173714	2.42E-05	2.18E+00	9.56E-01	-8.52E-02
ENSG00000109501	1.72E-39	-2.58E+00	-5.71E+00	-7.48E+00
ENSG00000156232	3.67E-15	2.81E-01	-7.64E-01	-4.36E-01
ENSG00000095397	1.31E-08	2.59E+00	-1.31E-02	-9.84E-02
ENSG00000156076	9.72E-08	1.80E+00	2.12E-01	-2.56E-01
ENSG00000115935	8.32E-01	3.30E+00	1.39E+00	4.53E-01
ENSG00000171475	2.11E-02	2.26E+00	5.19E-01	5.97E-01
ENSG00000122574	6.50E-10	6.80E-01	-1.80E+00	-2.40E+00
ENSG00000070540	2.47E-12	1.11E+00	1.90E+00	9.47E-01
ENSG00000157954	3.80E-05	2.62E+00	1.27E+00	-8.21E-01
ENSG00000011451	1.00E+00	7.37E+00	2.13E+00	-3.23E-01
ENSG00000116729	9.95E-01	4.46E+00	1.73E+00	3.05E-01
ENSG00000060237	1.00E+00	1.03E+01	4.67E+00	9.04E-01
ENSG00000165238	1.22E-01	6.23E+00	8.02E-01	-2.71E+00
ENSG00000126562	4.17E-25	2.01E+00	1.38E+00	8.95E-01
ENSG00000125084	2.73E-03	1.57E+00	3.36E-01	2.14E-01
ENSG00000135925	1.59E-14	-6.24E-01	-8.04E-01	-8.48E-01
ENSG00000169884	8.23E-08	1.02E+00	1.05E+00	7.12E-01
ENSG00000085741	2.31E-05	1.45E+00	2.19E-01	-1.97E-01
ENSG00000002745	7.53E-04	2.28E+00	2.55E-01	3.14E-01
ENSG00000105989	9.72E-01	3.58E+00	1.97E+00	8.39E-01
ENSG00000134245	3.18E-02	2.94E+00	1.44E+00	-4.23E-01
ENSG00000108379	1.00E+00	4.08E+00	3.93E+00	3.48E-01
ENSG00000154342	8.07E-03	2.42E+00	1.42E+00	6.23E-01
ENSG00000162552	5.47E-02	2.72E+00	2.02E+00	5.20E-01
ENSG00000114251	9.98E-01	3.81E+00	1.24E+00	-3.36E-01
ENSG00000111186	8.48E-03	2.55E+00	1.50E+00	8.14E-02
ENSG00000115596	1.76E-11	-9.41E-01	-1.02E+00	-2.58E+00
ENSG00000154764	3.05E-03	2.20E+00	1.66E+00	6.10E-01
ENSG00000188064	3.27E-03	2.47E+00	1.44E+00	-1.03E+00
ENSG00000061492	5.21E-04	1.26E+00	1.52E+00	4.48E-01
ENSG00000075290	3.50E-06	1.61E+00	7.15E-01	-6.52E-01
ENSG00000143816	9.39E-01	3.05E+00	7.24E-01	-1.13E+00
ENSG00000158955	2.28E-01	2.61E+00	6.70E-01	-8.29E-02
ENSG00000141499	3.41E-03	3.50E+00	1.12E+00	5.87E-01
ENSG00000116213	4.66E-16	8.05E-01	5.09E-01	2.77E-01
ENSG00000165392	8.30E-34	2.43E+00	9.95E-01	1.07E+00
ENSG00000124535	5.06E-12	9.79E-01	-3.88E+00	-4.70E+00
ENSG00000109046	3.17E-02	3.23E+00	8.68E-01	1.41E-02
ENSG00000176871	1.00E+00	4.68E+00	3.40E+00	8.27E-01
ENSG00000179314	5.10E-09	2.09E+00	1.39E-01	-8.91E-01
ENSG00000075035	1.27E-02	3.26E+00	2.33E+00	6.19E-01
ENSG00000184937	1.00E+00	5.50E+00	1.42E+00	-1.31E+00
ENSG00000146457	1.00E+00	4.46E+00	2.94E+00	-3.88E-01
ENSG00000142279	7.77E-06	1.65E+00	-2.09E+00	-3.77E+00
ENSG00000113645	2.77E-01	5.82E+00	2.21E+00	1.20E+00
ENSG00000151718	8.21E-24	1.87E+00	-4.94E-01	-6.49E-01
ENSG00000186153	3.12E-33	-2.96E+00	-5.67E+00	-5.59E+00
ENSG00000123124	9.97E-01	5.83E+00	3.31E+00	1.08E+00
ENSG00000198373	2.43E-04	5.08E+00	2.51E+00	3.30E-01
ENSG00000018408	9.25E-01	3.38E+00	1.34E+00	-8.69E-01
ENSG00000076924	7.12E-07	4.47E+00	2.10E+00	8.78E-02
ENSG00000132530	1.54E-12	1.53E-01	7.98E-02	4.75E-01
ENSG00000100219	3.44E-03	2.36E+00	2.64E-01	-4.14E-01
ENSG00000143184	1.32E-02	5.65E-01	1.46E-01	3.25E-01
ENSG00000143185	1.70E-02	3.46E-01	-3.20E-02	2.44E-01
ENSG00000173578	4.06E-01	8.39E-01	1.55E+00	4.58E-01
ENSG00000158125	5.93E-40	1.51E+00	-7.95E-01	-3.00E-01
ENSG00000168334	NA	NA	3.83E-01	-1.22E-01
ENSG00000163092	2.91E-63	2.70E+00	-1.47E+00	1.01E-01
ENSG00000172967	5.31E-06	1.98E+00	1.53E+00	3.63E-01
ENSG00000206579	1.00E+00	4.72E+00	5.47E-01	-2.73E-01
ENSG00000275591	6.10E-20	-1.61E+00	-4.57E+00	-3.59E+00
ENSG00000171044	4.17E-02	3.28E+00	-1.50E-01	-4.15E+00
ENSG00000260903	8.20E-01	3.09E+00	1.69E-01	-5.12E-01
ENSG00000158156	6.67E-04	4.42E-01	1.03E+00	4.24E-01
ENSG00000221947	2.57E-11	1.14E-01	-1.66E+00	-7.60E-01
ENSG00000136936	2.06E-06	1.16E+00	-5.59E-01	-1.02E+00
ENSG00000154767	1.25E-20	1.25E+00	4.65E-01	1.67E-01
ENSG00000108039	2.44E-01	4.61E+00	2.82E+00	5.27E-01
ENSG00000196236	1.60E-08	2.41E+00	1.08E+00	8.69E-01
ENSG00000082898	1.00E+00	9.18E+00	7.95E+00	5.63E-02
ENSG00000132953	1.00E+00	7.10E+00	4.51E+00	1.19E+00
ENSG00000124571	1.00E+00	7.24E+00	3.83E+00	-8.39E-02
ENSG00000169180	1.00E+00	9.19E+00	4.41E+00	1.07E+00
ENSG00000130227	1.00E+00	8.67E+00	5.48E+00	-1.27E+00
ENSG00000184575	1.00E+00	6.68E+00	3.29E+00	1.82E+00
ENSG00000143324	1.00E+00	5.28E+00	4.14E+00	6.73E-01
ENSG00000073050	2.27E-10	3.01E+00	5.72E-01	1.27E+00
ENSG00000196584	1.50E-07	6.45E-01	4.69E-01	8.52E-01
ENSG00000126215	1.18E-15	-1.61E+00	-8.21E-01	-1.55E+00
ENSG00000152422	1.25E-07	1.28E+00	7.64E-01	4.72E-01
ENSG00000079246	1.00E+00	6.79E+00	3.74E+00	4.24E-01
ENSG00000196419	1.00E+00	6.08E+00	4.19E+00	2.97E-01
ENSG00000114127	1.00E+00	8.02E+00	2.70E+00	7.72E-01
ENSG00000088930	1.00E+00	6.49E+00	2.92E+00	1.07E+00
ENSG00000166435	8.18E-19	1.14E+00	1.82E-01	1.07E+00
ENSG00000173950	3.53E-06	9.49E-01	-1.19E+00	-1.93E+00
ENSG00000093217	4.50E-19	1.05E+00	5.70E-02	2.88E-01
ENSG00000103489	9.93E-01	5.12E+00	7.62E-01	-9.14E-01
ENSG00000015532	2.02E-05	3.40E+00	2.07E+00	-1.05E-01
ENSG00000241127	3.38E-08	4.36E-01	3.75E-01	1.27E-01
ENSG00000015153	7.89E-02	1.55E+00	1.27E+00	-1.62E-01
ENSG00000137693	1.00E+00	5.36E+00	1.35E+00	-7.18E-01
ENSG00000134684	5.71E-06	3.01E+00	2.12E+00	8.90E-01
ENSG00000139131	6.85E-11	1.24E+00	5.72E-01	-7.66E-01
ENSG00000182362	1.60E-05	-1.84E-01	-7.81E-01	-1.32E+00
ENSG00000065978	1.00E+00	4.88E+00	2.54E+00	2.45E-01
ENSG00000006047	1.00E+00	4.65E+00	1.01E+00	1.03E-01
ENSG00000060138	1.82E-07	1.37E+00	-5.95E-01	-1.14E+00
ENSG00000161179	1.48E-11	-1.82E+00	-1.40E+00	-1.70E+00
ENSG00000163872	2.87E-04	5.62E+00	2.04E+00	6.85E-01
ENSG00000127337	1.46E-03	1.88E+00	2.84E+00	2.65E-01
ENSG00000176105	1.81E-05	2.81E+00	1.97E+00	8.94E-01
ENSG00000174851	4.69E-09	6.51E-01	5.82E-01	-2.23E-01
ENSG00000167645	1.44E-06	1.40E+00	9.37E-01	-1.20E-01
ENSG00000058799	9.32E-05	2.08E+00	5.50E-01	4.30E-01
ENSG00000130733	1.55E-08	1.25E+00	2.78E-01	-2.89E-01
ENSG00000137207	1.80E-01	3.19E+00	1.07E+00	-2.26E-01
ENSG00000119820	8.32E-05	4.45E-01	-1.05E+00	-1.07E+00
ENSG00000145817	9.93E-01	3.51E+00	7.26E-01	4.86E-01
ENSG00000177752	5.22E-12	-1.04E+00	-1.32E+00	-1.49E+00
ENSG00000250067	4.81E-11	-2.71E-01	-1.10E+00	-1.82E+00
ENSG00000105248	4.46E-08	1.19E+00	1.88E+00	2.94E-03
ENSG00000104957	3.64E-02	2.86E+00	2.54E-01	-8.91E-01
ENSG00000106636	4.62E-01	2.85E+00	1.55E+00	7.01E-01
ENSG00000119596	1.52E-07	6.40E+00	8.85E-01	-6.89E-01
ENSG00000136758	1.34E-01	3.92E+00	3.21E+00	5.66E-01
ENSG00000180667	1.22E-04	1.39E+00	8.24E-01	-5.45E-01
ENSG00000100027	3.07E-01	2.06E+00	1.94E+00	1.40E-01
ENSG00000175155	9.95E-01	3.08E+00	2.37E+00	4.22E-02
ENSG00000090238	9.21E-01	2.67E+00	1.60E+00	2.66E-01
ENSG00000166793	8.50E-01	2.49E+00	1.12E+00	-2.37E-01
ENSG00000119801	9.73E-01	2.56E+00	2.81E+00	-7.34E-02
ENSG00000196449	1.84E-06	5.67E-01	-1.22E+00	-2.35E+00
ENSG00000083896	1.00E+00	7.26E+00	3.44E+00	8.42E-01
ENSG00000047188	1.00E+00	7.77E+00	9.41E-01	-1.61E+00
ENSG00000149658	9.60E-01	3.92E+00	1.94E+00	-3.85E-01
ENSG00000198492	1.00E+00	5.60E+00	3.40E+00	1.47E+00
ENSG00000185728	1.00E+00	5.04E+00	2.81E+00	-7.82E-01
ENSG00000166913	1.00E+00	3.95E+00	3.26E+00	2.11E-01
ENSG00000108953	1.00E+00	4.25E+00	4.06E+00	-3.36E-01
ENSG00000170027	1.00E+00	3.91E+00	3.82E+00	-4.67E-01
ENSG00000128245	8.60E-01	2.63E+00	2.56E+00	-8.73E-01
ENSG00000134308	9.93E-01	3.32E+00	2.38E+00	-7.75E-01
ENSG00000164924	1.00E+00	4.69E+00	4.42E+00	6.94E-01
ENSG00000100811	1.00E+00	4.45E+00	3.60E+00	-1.08E+00
ENSG00000163374	4.17E-15	-1.06E-01	1.31E+00	1.39E+00
ENSG00000186919	2.75E-22	-1.63E+00	-3.36E-01	-9.30E-02
ENSG00000180011	4.25E-05	8.97E-01	-4.58E-01	-6.86E-01
ENSG00000146839	4.92E-81	7.05E-01	9.95E-01	8.55E-02
ENSG00000115085	9.50E-03	3.66E+00	1.84E+00	-4.26E-01
ENSG00000182223	1.66E-16	-1.24E+00	-3.40E+00	-4.63E+00
ENSG00000189167	1.67E-03	1.76E+00	4.12E-01	-1.26E+00
ENSG00000169064	2.57E-15	6.06E-01	-6.48E-01	-6.54E-01
ENSG00000177494	1.18E-01	-8.24E-01	1.52E-01	3.15E-01
ENSG00000132846	4.17E-02	-1.26E+00	-4.60E+00	-4.51E+00
ENSG00000100426	3.47E-01	2.25E+00	1.31E+00	-1.22E+00
ENSG00000236287	2.08E-05	2.62E+00	9.59E-01	8.61E-01
ENSG00000257315	4.23E-05	2.29E+00	4.12E-01	-4.82E-01
ENSG00000188707	8.39E-02	8.84E-01	-4.49E-02	-5.12E-01
ENSG00000221886	3.92E-09	1.24E+00	8.13E-01	1.01E+00
ENSG00000232040	9.16E-05	4.72E+00	3.61E+00	2.62E+00
ENSG00000124256	3.11E-15	-1.89E-02	-3.10E-03	-2.17E-01
ENSG00000126804	1.00E+00	4.74E+00	4.07E+00	1.89E+00
ENSG00000205189	3.37E-03	3.75E+00	-1.30E-01	-3.00E+00
ENSG00000066422	1.15E-12	3.46E+00	2.12E+00	-1.19E+00
ENSG00000204366	7.02E-01	1.97E+00	4.11E+00	-1.35E-01
ENSG00000198081	2.23E-01	1.58E+00	2.42E+00	4.69E-02
ENSG00000109906	1.00E+00	5.62E+00	3.85E+00	6.84E-01
ENSG00000116809	1.00E+00	5.09E+00	3.62E+00	-1.85E-01
ENSG00000179456	1.00E+00	5.01E+00	4.26E+00	-4.39E-01
ENSG00000181472	1.00E+00	4.73E+00	3.90E+00	4.58E-01
ENSG00000181722	1.00E+00	5.07E+00	3.96E+00	2.68E-01
ENSG00000173276	9.93E-01	3.82E+00	1.11E+00	-3.80E-01
ENSG00000236104	4.67E-01	1.02E+00	2.60E+00	3.58E-01
ENSG00000112365	6.40E-07	2.84E+00	2.02E+00	8.68E-01
ENSG00000089775	6.30E-04	2.24E+00	1.72E+00	8.43E-01
ENSG00000171448	7.60E-01	3.12E+00	3.75E+00	1.55E+00
ENSG00000185670	4.15E-02	2.54E+00	1.26E+00	6.27E-01
ENSG00000011590	5.93E-06	2.26E+00	8.09E-01	-6.56E-01
ENSG00000177125	1.00E+00	4.84E+00	3.97E+00	-5.11E-01
ENSG00000185278	6.62E-01	3.31E+00	2.24E+00	5.98E-02
ENSG00000177311	1.00E+00	5.62E+00	4.43E+00	1.63E+00
ENSG00000166860	2.13E-05	2.15E+00	8.00E-01	1.64E-01
ENSG00000174282	1.00E+00	4.81E+00	1.68E+00	-4.10E-01
ENSG00000184677	3.07E-06	4.84E+00	2.71E+00	1.90E+00
ENSG00000177888	8.93E-02	4.09E+00	3.34E+00	2.29E-01
ENSG00000179627	8.12E-03	3.17E-01	3.28E-01	-2.68E-01
ENSG00000169155	7.28E-01	1.72E+00	2.66E+00	-7.00E-02
ENSG00000196323	9.98E-01	4.22E+00	3.16E+00	7.05E-01
ENSG00000119574	1.88E-03	1.63E+00	9.25E-01	-1.63E-01
ENSG00000130584	1.00E+00	4.27E+00	2.26E+00	-8.66E-01
ENSG00000114853	1.12E-02	3.04E+00	1.74E+00	-1.81E-01
ENSG00000204859	1.15E-06	3.04E+00	1.06E+00	-2.14E+00
ENSG00000168826	3.37E-05	2.25E+00	7.43E-01	6.43E-01
ENSG00000168795	7.05E-01	2.38E+00	1.25E+00	7.51E-01
ENSG00000186130	8.64E-01	3.16E+00	2.17E+00	3.85E-01
ENSG00000178951	8.81E-02	1.76E+00	1.87E+00	-1.81E+00
ENSG00000160685	9.84E-01	3.25E+00	2.71E+00	1.18E+00
ENSG00000184828	7.19E-01	2.64E+00	-1.59E-01	-1.42E+00
ENSG00000160062	9.49E-03	2.69E+00	2.62E+00	6.04E-01
ENSG00000273274	3.36E-04	2.10E+00	2.14E+00	5.03E-01
ENSG00000176261	2.36E-02	1.09E+00	5.89E-01	-6.71E-01
ENSG00000213588	3.86E-04	1.70E+00	1.68E+00	6.47E-01
ENSG00000104427	2.23E-05	1.09E+00	-6.42E-01	-2.81E-01
ENSG00000118491	5.72E-14	-5.26E-01	3.41E-01	8.71E-01
ENSG00000119703	2.29E-05	2.17E+00	8.99E-01	6.59E-01
ENSG00000135482	4.95E-02	2.20E+00	3.50E+00	-1.10E-02
ENSG00000058673	1.00E+00	6.46E+00	3.25E+00	1.63E+00
ENSG00000215817	7.68E-01	1.80E+00	2.06E+00	1.54E+00
ENSG00000163874	9.98E-01	3.79E+00	2.71E+00	8.32E-01
ENSG00000149289	1.00E+00	5.37E+00	2.77E+00	1.79E+00
ENSG00000178199	2.65E-02	1.88E+00	-1.27E+00	-1.63E+00
ENSG00000123200	1.00E+00	8.24E+00	2.61E+00	1.10E+00
ENSG00000100722	1.00E+00	5.43E+00	1.90E+00	-1.29E-01
ENSG00000065548	1.00E+00	4.27E+00	1.77E+00	5.77E-01
ENSG00000158545	1.00E+00	7.68E+00	1.25E-01	-2.03E+00
ENSG00000014164	1.50E-04	3.61E+00	-6.36E-01	-2.18E+00
ENSG00000130749	1.00E+00	7.36E+00	4.01E-01	-3.52E+00
ENSG00000188177	8.85E-01	4.82E+00	1.29E+00	3.56E-01
ENSG00000122299	9.98E-01	5.85E+00	2.16E+00	6.54E-02
ENSG00000100403	1.00E+00	6.43E+00	3.41E+00	1.46E+00
ENSG00000144161	1.28E-03	1.35E+00	8.19E-01	4.95E-02
ENSG00000105939	2.92E-03	4.27E+00	2.31E+00	6.64E-01
ENSG00000146858	1.48E-08	1.46E-02	-1.03E+00	-1.92E+00
ENSG00000091732	1.73E-07	2.51E+00	1.44E+00	1.05E+00
ENSG00000155329	2.34E-03	1.34E+00	5.95E-01	6.60E-01
ENSG00000140948	1.00E+00	5.92E+00	9.82E-01	-3.47E+00
ENSG00000121766	2.32E-03	2.00E+00	6.75E-01	6.08E-01
ENSG00000141664	3.37E-01	4.17E+00	-3.34E-01	-2.18E+00
ENSG00000165424	7.94E-02	2.05E+00	8.22E-01	-1.04E+00
ENSG00000247315	3.87E-06	-1.83E+00	-3.28E+00	-3.85E+00
ENSG00000168228	2.58E-09	1.44E+00	2.34E-01	5.15E-01
ENSG00000147905	2.12E-11	1.27E+00	1.16E+00	4.47E-01
ENSG00000033030	7.46E-04	2.96E+00	1.06E+00	1.53E-01
ENSG00000131732	1.25E-02	2.13E+00	1.23E+00	7.20E-01
ENSG00000139168	6.90E-05	1.23E+00	1.43E+00	3.78E-01
ENSG00000078487	1.60E-11	2.70E+00	2.04E+00	1.23E+00
ENSG00000206559	2.71E-13	-4.60E-02	-7.28E-02	4.65E-03
ENSG00000204186	3.71E-02	7.63E-01	1.37E+00	1.67E+00
ENSG00000159714	6.16E-16	-3.28E-02	-6.69E-01	-1.23E+00
ENSG00000188818	3.99E-15	-5.71E-01	-7.85E-02	2.26E-02
ENSG00000206077	4.22E-04	1.39E+00	2.51E-01	-8.82E-01
ENSG00000160446	4.41E-09	2.82E-01	-4.66E-01	-1.03E+00
ENSG00000177054	1.04E-30	-6.84E-01	1.10E-01	-7.06E-01
ENSG00000175048	9.66E-01	3.79E+00	1.92E+00	-6.82E-01
ENSG00000171307	1.40E-06	2.56E+00	1.46E+00	2.75E-01
ENSG00000186908	7.98E-03	3.37E+00	9.92E-01	-3.50E-01
ENSG00000204160	1.56E-05	1.81E+00	1.35E+00	4.52E-01
ENSG00000163958	7.50E-10	5.50E-01	4.45E-01	-9.71E-01
ENSG00000104219	1.99E-15	-3.92E-01	-1.28E+00	-2.67E+00
ENSG00000180776	2.46E-06	1.37E+00	4.93E-01	-1.38E-01
ENSG00000175893	4.28E-02	1.87E+00	9.77E-02	-1.90E+00
ENSG00000177108	1.24E-04	5.87E-01	5.79E-02	2.23E-01
ENSG00000184307	2.54E-14	8.70E-02	1.49E+00	6.56E-01
ENSG00000174165	2.08E-07	-9.75E-02	-6.39E-01	-1.06E+00
ENSG00000163812	9.83E-01	3.58E+00	2.88E+00	5.50E-01
ENSG00000136247	6.47E-16	-7.71E-01	-4.05E-01	-6.51E-01
ENSG00000156599	1.00E+00	4.92E+00	2.60E+00	1.51E+00
ENSG00000023041	6.59E-05	2.72E+00	1.34E+00	1.24E+00
ENSG00000153786	9.50E-01	3.46E+00	6.66E-01	-9.10E-01
ENSG00000099904	9.61E-02	3.62E+00	1.17E+00	-1.43E+00
ENSG00000148516	1.00E+00	6.12E+00	2.84E+00	1.87E+00
ENSG00000169554	1.00E+00	8.15E+00	5.64E+00	1.25E+00
ENSG00000160445	1.00E+00	6.30E+00	4.75E+00	3.89E-01
ENSG00000104231	1.39E-11	-1.95E-01	-7.39E-01	-8.77E-01
ENSG00000178381	6.17E-09	-1.68E+00	-1.02E+00	-2.00E+00
ENSG00000158552	1.25E-06	1.81E+00	8.93E-01	7.36E-01
ENSG00000156639	1.74E-01	2.28E+00	5.59E-01	-7.17E-01
ENSG00000172671	1.04E-08	2.34E+00	-3.68E-01	8.08E-01
ENSG00000107372	9.96E-01	3.27E+00	2.24E+00	7.85E-01
ENSG00000086666	1.03E-02	1.43E+00	9.51E-01	-7.09E-01
ENSG00000066827	1.91E-09	4.03E+00	1.60E+00	-1.15E+00
ENSG00000133858	1.00E+00	8.99E+00	3.15E+00	8.25E-02
ENSG00000136367	2.95E-07	5.01E+00	1.56E+00	1.36E+00
ENSG00000140836	1.00E+00	1.23E+01	-1.72E-01	-3.03E+00
ENSG00000091656	1.00E+00	1.11E+01	1.38E+00	-4.21E-01
ENSG00000184517	2.40E-09	1.13E+00	-1.80E+00	-2.73E+00
ENSG00000142065	9.19E-01	4.03E+00	2.84E+00	2.11E+00
ENSG00000198939	9.95E-12	5.39E-01	8.95E-01	7.75E-01
ENSG00000196867	5.33E-09	1.16E+00	1.57E+00	-4.52E-01
ENSG00000180787	4.23E-02	2.89E+00	2.00E+00	-2.08E-01
ENSG00000120784	1.10E-06	4.15E-01	1.17E+00	1.41E+00
ENSG00000128016	1.17E-03	1.32E+00	1.47E+00	8.14E-02
ENSG00000185650	9.48E-01	2.68E+00	2.60E+00	-8.23E-01
ENSG00000152518	2.75E-06	6.22E-03	-5.38E+00	-8.25E+00
ENSG00000136866	6.78E-10	1.83E+00	1.11E+00	7.18E-01
ENSG00000181638	7.30E-04	4.78E-01	-6.25E-01	-9.25E-01
ENSG00000179059	1.10E-01	-1.31E+00	-7.10E-01	-8.65E-01
ENSG00000204644	9.48E-04	1.05E+00	2.13E+00	1.83E+00
ENSG00000196670	3.26E-13	1.11E+00	3.60E-01	-1.19E+00
ENSG00000020256	9.99E-01	4.42E+00	1.98E+00	-1.91E-01
ENSG00000187815	2.71E-07	2.01E+00	1.66E+00	1.19E+00
ENSG00000187801	7.86E-06	3.61E-01	9.30E-01	2.35E-01
ENSG00000181007	2.21E-04	2.94E+00	2.39E+00	1.01E+00
ENSG00000184939	1.36E-07	2.68E+00	1.12E+00	-3.13E-01
ENSG00000186660	1.00E+00	5.27E+00	1.10E+00	-2.10E+00
ENSG00000255073	NA	NA	1.10E+00	-2.20E+00
ENSG00000162300	8.00E-09	7.80E-01	8.70E-01	5.13E-01
ENSG00000179588	7.39E-09	9.25E-01	-8.23E+00	-9.26E+00
ENSG00000169946	1.00E+00	6.67E+00	1.35E+00	1.06E-01
ENSG00000056097	1.00E+00	8.12E+00	4.81E+00	3.90E-02
ENSG00000105278	3.29E-44	-2.21E+00	-3.13E+00	-3.48E+00
ENSG00000188070	1.34E-13	-8.87E-01	-2.24E+00	-4.72E+00
ENSG00000165861	5.64E-01	4.45E+00	3.93E+00	1.76E+00
ENSG00000039319	9.68E-15	3.63E+00	6.97E-01	1.13E+00
ENSG00000166140	2.12E-14	1.24E+00	-6.03E-01	-3.85E-01
ENSG00000100711	3.53E-06	1.13E+00	-4.23E-01	-1.40E+00
ENSG00000072121	1.85E-34	5.45E+00	2.84E+00	2.22E+00
ENSG00000155256	2.13E-08	2.12E+00	1.54E+00	1.15E-01
ENSG00000159733	1.13E-05	3.57E+00	-8.15E-01	-1.51E+00
ENSG00000157077	1.00E+00	6.31E+00	2.54E+00	2.23E+00
ENSG00000174992	7.36E-03	1.32E+00	1.15E+00	5.05E-02
ENSG00000162078	6.85E-04	-2.29E-01	-3.32E-01	-2.59E-01
ENSG00000220201	9.58E-03	1.76E+00	4.49E-01	-6.00E-01
ENSG00000197114	7.02E-12	9.05E-01	-6.16E-01	-1.85E+00
ENSG00000138658	3.90E-48	3.80E-01	1.09E+00	7.80E-01
ENSG00000165156	9.99E-01	4.73E+00	3.23E+00	1.58E+00
ENSG00000259305	5.93E-11	-3.95E-02	4.03E-01	2.62E-01
ENSG00000178764	9.67E-01	2.99E+00	2.59E+00	6.63E-01
ENSG00000174306	1.00E+00	4.90E+00	2.24E+00	1.55E+00
ENSG00000152977	1.00E+00	4.01E+00	2.90E+00	-9.25E-01
ENSG00000043355	9.65E-01	2.98E+00	4.70E-01	-3.60E+00
ENSG00000174963	5.66E-03	2.07E+00	-5.28E-01	-4.57E-01
ENSG00000139800	3.47E-07	2.84E-01	-3.40E+00	-4.57E+00
ENSG00000171649	9.11E-06	-7.91E-01	1.53E+00	5.82E-01
ENSG00000269699	9.66E-01	3.53E+00	5.36E-01	4.84E-01
ENSG00000141946	9.96E-04	6.02E-01	-2.61E-01	2.07E-01
ENSG00000106261	1.00E+00	4.54E+00	2.87E+00	4.21E-01
ENSG00000155592	6.99E-01	5.05E+00	1.01E+00	4.14E-01
ENSG00000189298	3.41E-06	1.75E+00	2.39E+00	1.86E+00
ENSG00000187626	5.74E-08	1.25E+00	1.80E+00	1.75E+00
ENSG00000196652	2.20E-02	3.95E+00	2.31E+00	8.74E-01
ENSG00000196345	4.38E-08	2.59E+00	1.32E+00	1.51E-01
ENSG00000198315	1.54E-02	3.56E+00	1.87E+00	1.62E+00
ENSG00000146007	9.99E-01	3.70E+00	3.03E+00	4.43E-01
ENSG00000172667	8.31E-03	2.43E+00	9.06E-01	9.48E-01
ENSG00000165061	1.12E-03	1.66E+00	7.42E-01	-4.01E-01
ENSG00000100319	3.46E-08	2.48E-01	6.66E-01	-2.53E-01
ENSG00000108175	1.00E+00	7.78E+00	4.15E+00	8.39E-02
ENSG00000122515	1.00E+00	5.76E+00	2.25E+00	9.72E-01
ENSG00000084073	3.35E-13	9.86E-01	1.09E+00	1.32E+00
ENSG00000197056	4.06E-05	3.50E+00	1.79E+00	1.46E+00
ENSG00000121741	9.64E-01	6.09E+00	2.87E+00	7.70E-01
ENSG00000146463	1.00E+00	9.37E+00	5.19E+00	1.44E+00
ENSG00000132950	1.93E-09	2.26E+00	9.29E-01	5.86E-01
ENSG00000163867	5.35E-18	3.46E+00	2.31E+00	1.62E+00
ENSG00000004838	1.10E-14	1.37E+00	1.94E+00	1.09E+00
ENSG00000015171	1.00E+00	6.88E+00	4.73E+00	9.08E-02
ENSG00000066185	1.56E-08	1.26E+00	5.39E-01	9.50E-01
ENSG00000141497	5.64E-13	2.48E+00	6.10E-01	-2.83E-01
ENSG00000165724	2.13E-03	2.12E+00	9.25E-01	-5.98E-01
ENSG00000101040	1.00E+00	7.59E+00	5.03E+00	5.36E-01
ENSG00000256223	9.51E-03	9.74E-01	1.50E+00	4.05E-01
ENSG00000197020	2.44E-05	5.03E-01	-3.82E-01	-4.76E-01
ENSG00000181896	1.49E-09	1.32E+00	1.27E+00	1.34E+00
ENSG00000103994	1.00E+00	7.92E+00	2.25E+00	1.47E+00
ENSG00000196247	1.40E-06	-1.30E+00	3.69E-01	3.94E-01
ENSG00000062370	1.38E-02	4.19E+00	1.95E+00	1.43E+00
ENSG00000178150	7.96E-04	-1.47E-01	1.19E+00	1.01E+00
ENSG00000152926	5.25E-12	5.55E-01	1.83E-01	3.92E-02
ENSG00000164631	3.94E-04	3.59E+00	2.12E+00	-8.45E-01
ENSG00000197961	8.65E-02	4.83E-02	1.99E+00	-1.57E-01
ENSG00000196418	7.50E-08	8.24E-01	-4.47E-02	4.95E-01
ENSG00000172262	1.00E+00	6.05E+00	3.65E+00	3.71E-01
ENSG00000131849	1.57E-02	6.48E-01	-1.83E-01	4.03E-01
ENSG00000125846	6.46E-02	3.54E+00	2.69E+00	1.19E+00
ENSG00000213762	1.96E-03	-1.49E+00	3.87E-02	3.58E-01
ENSG00000176293	1.88E-04	2.14E-01	1.55E+00	2.86E-01
ENSG00000196646	5.67E-04	3.75E-01	1.36E+00	9.17E-01
ENSG00000197008	1.08E-11	8.81E-02	5.11E-01	-6.58E-01
ENSG00000105708	2.81E-03	7.48E-01	1.17E+00	6.37E-01
ENSG00000196387	4.95E-05	-3.23E-02	7.14E-01	-6.15E-01
ENSG00000131127	5.29E-02	1.18E+00	5.21E-01	5.60E-01
