gene	phi
SOCS4	0.010446201
FKBP14	0.010445525
EVI5	0.010445037
C15orf52	0.010419356
CRYGD	0.010415027
CST2	0.010392933
DBR1	0.010392587
TMPRSS11A	0.010391555
PLEKHO2	0.01037385
TNFAIP2	0.010368859
LAMA1	0.010350842
SEC23A	0.010331374
MRPS34	0.010323075
C21orf62	0.010319247
ZNF181	0.010319028
HSD3B7	0.010318994
C17orf64	0.010307483
GLIS3	0.010284924
TMEM86B	0.010234347
HTR3A	0.010233877
ANKRD30A	0.010223616
ABHD14B	0.010203083
NPM2	0.010202491
ZNF93	0.010195473
CD180	0.01019456
C9orf89	0.010192426
IFT27	0.010177856
TCP11L2	0.01015893
HAND2	0.010158607
COG5	0.010145977
CDK5RAP1	0.010139041
ATM	0.010123167
MRPS30	0.010093898
DCAKD	0.010093763
RSG1	0.010089501
C15orf32	0.010059786
FILIP1L	0.010053229
RHOF	0.010030733
FAM96A	0.010007901
PCDHGB1	0.010006663
FOXRED1	0.009995457
PCDHGA2	0.009994978
C1orf158	0.009982144
GGA3	0.009978013
TARSL2	0.009977404
PFKM	0.009968605
LRRC15	0.009957009
RPE65	0.009943076
LYZL2	0.0099301
TMPRSS2	0.009927834
GPR155	0.009924613
FAM65C	0.009916001
METTL4	0.009881333
BSCL2	0.009866277
C14orf93	0.009862754
C14orf119	0.009854937
MIB2	0.009842198
MYOT	0.009830122
ILVBL	0.009802642
NRSN2	0.009795383
BEST1	0.009790938
TMEM97	0.009779993
C16orf90	0.009777205
KRTCAP3	0.009774547
ZNF92	0.009770708
NEIL3	0.009767629
SLC47A2	0.009760105
DUSP18	0.009756706
GJA9	0.009750475
MMEL1	0.009739062
CDK5RAP2	0.009738184
GKN2	0.009735385
ATG12	0.009735143
LARS	0.009730539
TDRD9	0.009715973
TPH2	0.009714043
RAB19	0.009708262
PUS10	0.009702929
FZD9	0.009701385
FAM167A	0.009700543
IL17A	0.009698588
MATN4	0.009696579
GLTPD1	0.009691215
CERCAM	0.009684923
UGT2B7	0.009683384
KLRD1	0.009674963
REG1B	0.009670768
TMEM223	0.009670466
ZNF620	0.009655998
GSTA1	0.009651136
C1orf94	0.009649974
NME5	0.009648222
HIST1H2AD	0.009637568
CCDC58	0.00963404
MS4A13	0.0096132
MMRN2	0.00960809
SPACA7	0.009598429
CETN3	0.009583394
ZNF91	0.009567623
TUB	0.009552499
TC2N	0.009552246
TRIM35	0.009550822
ITPRIP	0.009527107
ASCL4	0.009523732
TRIT1	0.009516281
TOM1	0.009512024
TMED1	0.00950178
NME1	0.009481419
ALPPL2	0.009469864
GADD45B	0.009468289
C4orf3	0.009459991
JAKMIP3	0.009458129
RGS21	0.009454007
HRAS	0.009451461
IL23A	0.009417597
CCDC142	0.009393709
CPAMD8	0.009387303
MRS2	0.00936467
TARS	0.009360823
RNASE3	0.009353968
LGALS13	0.009349038
PSORS1C2	0.009340289
TEX261	0.009336669
BTBD6	0.009312608
PPCDC	0.009307289
RRNAD1	0.009299418
WDR25	0.009298328
C8orf44	0.009297968
VANGL1	0.009295678
GLDN	0.009286347
CEP85	0.00928289
BTNL9	0.009279906
FUCA2	0.009251544
LRRC56	0.009230453
CDKL2	0.00922954
MCOLN2	0.009225301
CCDC125	0.009223915
GEMIN7	0.009220969
ZNF98	0.009216758
SLC43A1	0.009208392
TNFRSF17	0.009199975
ZNF286A	0.009197024
KRTAP4-3	0.009186501
DGKB	0.009166398
SH3D21	0.009150268
SLC14A2	0.009146064
TMF1	0.009095102
UGT1A3	0.009093907
UGT1A4	0.009093907
CYP24A1	0.009091351
HEMGN	0.009089525
ZNF529	0.009079183
SH3D19	0.009067827
CST11	0.009054725
NRN1L	0.00905106
CCDC153	0.009031015
MS4A15	0.009017492
ARL13B	0.009000353
PGAP1	0.008993605
SLC39A4	0.00898982
KRTAP5-10	0.008981275
FMO3	0.008979411
NUDT15	0.008958978
NCAPD2	0.008954631
MYL5	0.008950787
VEGFB	0.008940052
LCP2	0.008937616
C9orf139	0.008930827
NDUFB4	0.008917912
ALDH5A1	0.008912244
MGST2	0.008904605
ITFG3	0.008896964
RNASE13	0.008881163
SHC1	0.008875839
RNF183	0.008865036
ACP1	0.008863201
NUDT2	0.008842293
PPIL2	0.008839799
PM20D1	0.00883324
FRMD8	0.008831967
IFNAR1	0.008812817
TCHHL1	0.008810512
CGB5	0.008805481
LRRC20	0.008804185
GPR75	0.008802699
CCDC28B	0.008777628
C1orf194	0.008773611
BFAR	0.008765761
NUDCD2	0.008750622
WDR34	0.008739151
GRM6	0.008737341
MKKS	0.008737007
TRAPPC9	0.008736918
MKRN3	0.008733494
MLKL	0.008719867
FSIP1	0.008713769
FAM86C1	0.008704837
BTN1A1	0.00870074
SAA1	0.008679507
ADAMTSL5	0.008665854
PIGV	0.008658848
ATP10A	0.008655955
EIF4E3	0.008655112
C3orf14	0.00863548
ABHD15	0.008634815
LDHD	0.008618458
HACL1	0.008611628
C9orf117	0.008611032
OMP	0.008606313
GAS8	0.008606199
ZNF419	0.008605192
PCDHGA5	0.008604405
GIPR	0.008591931
NDUFA6	0.008575294
ZNF70	0.008563296
DZIP1	0.008544932
ENTPD7	0.00850821
ZNF79	0.008492835
KLHL25	0.008483871
KCNV2	0.008481498
CCT6B	0.008478022
PSAPL1	0.008467079
ATP5G2	0.008466024
APOBEC3D	0.008463976
VRK3	0.00844998
ZNF212	0.008406063
SAMHD1	0.00840439
PDZK1	0.008397283
OAT	0.00837818
GABPB2	0.008373065
FAM114A1	0.008365788
GAST	0.008363178
CPNE3	0.008359848
BCL2L15	0.008357124
DDX49	0.008356704
PPP1R3A	0.008351692
C7orf33	0.00834588
NOD1	0.008317202
KRT15	0.008310768
C16orf55	0.008293252
CCL25	0.008292332
SH2D1B	0.008272059
TMEM87B	0.008270536
NOXA1	0.008269728
AP5M1	0.008265802
HYAL3	0.008262495
QRFP	0.008257078
DPCR1	0.00825219
SLITRK6	0.008250499
LY86	0.008231206
CHDH	0.008228207
PYGM	0.008219692
FAM117B	0.008218852
RRP8	0.008211576
NSUN6	0.00820846
CDK18	0.008202381
CCDC88B	0.008157082
ANKRD33	0.008150759
C20orf141	0.008142886
DCAF4L2	0.008138534
C22orf39	0.008131877
CYP2J2	0.00812285
EXOSC9	0.00812016
C1orf162	0.008114713
SLC41A3	0.00810963
C9orf85	0.008090596
LAD1	0.008089749
CST9L	0.008081403
DDI1	0.008066705
PBOV1	0.008057184
COX16	0.00805078
NUF2	0.008049722
HIST1H3E	0.008048245
BAG5	0.008047609
TTC38	0.008031614
KRT28	0.008018503
KRT73	0.008013594
ANGPT4	0.008008846
IFT140	0.008006392
GORAB	0.008000878
ZNF45	0.007999228
SLC26A11	0.007988446
SYTL1	0.00798798
ADAMTS4	0.007981462
NLRP5	0.007976344
CYP11B2	0.007970135
ZSWIM1	0.007952386
ZNHIT3	0.007946114
TMTC1	0.007938739
ERCC5	0.007935414
ZBED3	0.007929558
SLC2A10	0.007906777
KIAA1045	0.007896522
GALK2	0.007891568
ALOXE3	0.007884218
TROAP	0.00787047
SLC22A11	0.007856765
FAP	0.007851922
FAM189A2	0.007844535
ICA1L	0.007823085
TTC8	0.007821054
ANGPTL6	0.007816823
C20orf194	0.00781389
CSRP2BP	0.007793403
CST8	0.007770367
PPP1R17	0.007747438
CEACAM1	0.007735482
ZFYVE16	0.007728347
CPQ	0.007698806
PSG9	0.007686828
SLC25A48	0.007676627
ITGA2	0.007669555
PRAMEF12	0.007668153
POLM	0.007665404
FAM174B	0.007647956
CYP3A7	0.007646414
PROK1	0.007645055
ORAOV1	0.007643112
TNFRSF10A	0.007633582
ECEL1	0.007628049
ZNF484	0.007624698
KRT25	0.007606078
ZNF692	0.007587417
HIST1H2AH	0.007563716
RUSC1	0.007551825
STK19	0.007545194
TTLL1	0.007542458
MGAT4C	0.00753237
SLC46A2	0.007531729
GLRX	0.007523982
GDPD4	0.007522054
DUSP10	0.007512807
PACSIN3	0.007512613
ABHD4	0.007510843
SCP2	0.007509348
ZNF425	0.007489515
GALNS	0.007487544
CHST1	0.007481797
PPAN-P2RY11	0.007478633
CHRNA9	0.007468833
SAMD7	0.007467523
DHCR7	0.007464731
BLZF1	0.007464107
ANKRD20A4	0.007462396
HIST1H4C	0.007459144
TCF15	0.007454619
CSPP1	0.007438425
ADAP2	0.007436405
SNX31	0.007433556
CCDC64B	0.007430395
UMPS	0.007418597
C11orf94	0.007410576
PDK1	0.007408036
CRB2	0.00740644
PROK2	0.007404608
KIAA1984	0.007384896
CARD17	0.00736324
VPS13A	0.007353255
PSG1	0.007340138
AGXT2L1	0.00732243
INHBE	0.007312406
MRPS27	0.007310012
TMEM5	0.007303349
DDC	0.007283889
HSD3B1	0.00727821
FIBCD1	0.007266458
C11orf31	0.007253915
RMND5B	0.007251581
PER3	0.007250233
MYOM1	0.007238637
C14orf177	0.007238095
CCDC83	0.007234638
HIST2H3D	0.007232414
NPFF	0.007229711
C17orf58	0.007209381
GAPDHS	0.007201294
TMEM237	0.007198745
GRAMD3	0.007198502
ADRA2B	0.007191739
C16orf58	0.007185661
HPX	0.007182195
MRPL38	0.007167628
LCE3D	0.007164655
KRTAP5-6	0.007158749
CBS	0.007147425
CDAN1	0.007134805
MTTP	0.00713391
S100Z	0.007130298
ALG10	0.00711846
HRCT1	0.007112206
SLC16A4	0.00709776
SEC14L4	0.007091648
LCE3E	0.007080198
FBXW5	0.00706093
CD1E	0.007043562
NLRP1	0.00703206
CYP4F2	0.007028774
LCE1B	0.007023377
MDM1	0.007017986
TM7SF2	0.007007527
ADAMTS2	0.007005086
PSRC1	0.007001456
THUMPD2	0.006996784
SNTG2	0.006982801
DIRC2	0.006976336
CECR5	0.006972101
NUP88	0.006959775
HIST1H2BN	0.006949331
P2RX2	0.006935141
KRT74	0.006931887
SLC19A3	0.006906752
HIST1H2BK	0.006905916
S100A3	0.006900676
CCDC87	0.006899218
ZDBF2	0.006898305
C1orf112	0.006886947
LCE1A	0.006886049
SLIRP	0.006882739
ENOSF1	0.006878636
C7orf10	0.006859391
HIST1H2BH	0.006842473
IL12RB1	0.0068322
EHBP1L1	0.006799449
MEIG1	0.006772985
AKR1C3	0.006729253
DEFB135	0.006724357
ZFYVE26	0.006719271
ERMAP	0.00671308
SCTR	0.006699282
PDK4	0.006697435
ACCS	0.006696779
CPA2	0.006689833
FAM98B	0.006678337
MARVELD3	0.00667189
USP16	0.006668626
GPR137B	0.006661105
RAB11FIP1	0.006651049
ACTL7A	0.006647606
KRTAP19-3	0.006639036
BAIAP2L2	0.006635584
COQ6	0.006628172
TAL2	0.006609381
DYM	0.006582942
ADAM33	0.00657123
GTF2A1L	0.006556921
STAC2	0.006542583
PLAU	0.006524774
NPSR1	0.006519925
SRMS	0.006514521
ZNF829	0.006506111
TBX6	0.006505753
T	0.006502449
MPPE1	0.006495733
DNTTIP2	0.00649114
SLC18B1	0.006481099
TIMM8B	0.006480088
ADSSL1	0.006480018
CYP4B1	0.00647614
ABI3BP	0.006465838
LEPREL1	0.006459334
C16orf3	0.006441666
APOA4	0.006430299
GBA2	0.006407113
C10orf120	0.006367671
TTC23	0.006360575
CLN5	0.006359807
WDR66	0.006357313
RPS6KB2	0.006350685
QSOX1	0.00634134
LRRC14B	0.006340841
SNRNP48	0.006315154
PRAMEF1	0.006310108
IK	0.006308624
FAM24A	0.006305814
GPT	0.006305806
DEFB113	0.006303706
GLTSCR2	0.006290475
PTPN22	0.006283026
LBP	0.006275822
ANXA9	0.006273914
C4orf6	0.006270781
C9orf156	0.006266441
LIPA	0.006260741
SNRNP35	0.006256436
LEPREL4	0.006239103
TUBAL3	0.006229263
SIGLEC6	0.006227371
FDFT1	0.006209999
CD5L	0.006206268
ACPP	0.006197505
ZNF124	0.006158521
IVD	0.006150961
VRK1	0.006146687
A2M	0.006141874
BAIAP3	0.006136592
MMP20	0.00613319
FCAMR	0.006125514
PLIN3	0.006117607
CATSPERD	0.006113004
CPA1	0.006101956
NDUFA4	0.006099352
FUT6	0.006095752
PLEKHG7	0.006074921
ZNF224	0.00607121
ECSIT	0.006068986
EIF3E	0.006059048
ANXA10	0.006057281
CD97	0.006053818
SBSN	0.006052571
GPR135	0.006049529
NEU4	0.006044557
STON1	0.006044546
PNMA2	0.00602878
TIE1	0.006027547
TICAM1	0.006025198
CRHR2	0.006015544
SYT8	0.006013255
WDR49	0.006005732
PLEKHH3	0.006001628
FARP2	0.006000947
C1orf122	0.005995951
TRDMT1	0.005990011
SCG3	0.00598999
MRE11A	0.005944466
ASS1	0.005930079
GPATCH4	0.005899171
GPANK1	0.005898716
RAB3GAP1	0.005892467
MLIP	0.005887149
SMPDL3A	0.0058792
PDCD7	0.005877114
ZNF33B	0.00587634
RAD9B	0.005871898
TTC4	0.005869048
LIG3	0.005867158
HSPBP1	0.005852988
OCA2	0.005844226
KIAA1841	0.005842731
CEACAM18	0.005819049
ACTBL2	0.005818999
DCST1	0.005808186
CABP4	0.005807979
TRIM42	0.005807778
ENPP7	0.005805037
ELL3	0.005803346
PPID	0.005786249
UCP2	0.00577537
XRCC4	0.005768942
PSKH2	0.005766623
LRTM1	0.005758982
ITIH3	0.005745146
TMPRSS5	0.005708335
SLC45A2	0.005704368
DEFB108B	0.005703829
DTX3L	0.005703818
G6PC2	0.005690488
ACBD4	0.005683168
ZNF665	0.005666526
MED17	0.005661596
ALG2	0.005656583
KRTAP10-4	0.00565467
PTCD2	0.005651477
AP1M2	0.00564429
LILRB4	0.00562538
ADHFE1	0.005609116
KRT31	0.005603376
TRIP4	0.005602337
LPO	0.005601751
PLTP	0.005600251
RPTN	0.005588969
EXOG	0.005573103
WDPCP	0.005551249
NACA	0.005529473
MTFMT	0.0055231
WDR73	0.005514681
NME7	0.005509411
C22orf29	0.005507698
CD55	0.005488359
MTIF2	0.005475171
HJURP	0.005473037
LTB4R2	0.005453296
IFI44L	0.005452108
NCEH1	0.005447507
SPHK1	0.00544476
ZSCAN16	0.005429669
SIDT1	0.005424247
SERINC4	0.005417654
SVOPL	0.005412819
TCN1	0.005403377
KRT33A	0.005402886
KCNJ12	0.005401847
BMPER	0.00539825
MNDA	0.005393314
AK8	0.00539147
DARS2	0.005385424
CTNNAL1	0.005375504
TMEM44	0.005369592
ACTL9	0.005357158
TTL	0.005338944
ACOT4	0.005338661
ADAM7	0.005304912
HEMK1	0.005301052
GLYATL1	0.005300598
PCDHB10	0.00529833
CA14	0.005290559
KLHL8	0.005282407
FAM83A	0.005269508
GALNT11	0.005268336
ART3	0.005267207
PVR	0.005264421
CORO7-PAM16	0.005262679
NEK5	0.005250199
SLC25A41	0.005243131
MMP15	0.005235677
TTLL6	0.005234982
NUDT13	0.005230281
WDR96	0.005216498
DSN1	0.005214573
CAGE1	0.005211732
G6PC	0.005205668
TDRD10	0.005201641
OR10A6	0.005196531
HRC	0.005181928
SLC35A5	0.005167202
PRMT6	0.005165806
CKAP2L	0.005162159
CSNK1A1L	0.005143863
RDH12	0.00513461
GDF3	0.005122842
BCL2L12	0.005117108
PPAP2C	0.005109739
PPIP5K2	0.005099814
PARP12	0.005093108
TPCN2	0.005092781
FCRL1	0.005078048
PCDHB5	0.005074366
NGDN	0.005068405
OR4A15	0.005066042
ABTB1	0.005061071
ANGPTL7	0.005053457
PCDHB14	0.005049348
SUCLG2	0.005045798
SERPINB10	0.005031444
TIMM21	0.00502208
SDHA	0.005010832
POLR3A	0.005007172
SPRED3	0.005006152
OSGEPL1	0.005004609
SLC25A39	0.004999582
LRP10	0.004990492
FETUB	0.004989449
MRPL39	0.004982473
IFT80	0.004978997
TECRL	0.004978994
SDCCAG8	0.004978265
FBXO6	0.004977522
PBXIP1	0.004975001
EXTL2	0.004974914
ZFAND4	0.004966771
RNASEL	0.004949472
CDH19	0.00493675
TNK2	0.004935172
ENDOU	0.004929901
MICB	0.00492753
SDR39U1	0.004923037
FAM187B	0.004919599
ZNF225	0.004915474
KLHDC9	0.004906916
AKR1C4	0.004903069
PCDHB6	0.004897243
ADAMDEC1	0.004893991
TMPRSS7	0.004887598
TMEM110-MUSTN1	0.004876016
WDR31	0.004875461
GPR87	0.004874634
SH3YL1	0.004859011
ALDOB	0.004856007
CHI3L1	0.004846539
SYDE1	0.004846157
LPXN	0.00483164
GTPBP10	0.004810169
NUPL2	0.004799374
LAMC3	0.004789801
PGC	0.004758705
CATSPER3	0.004755313
TMEM8A	0.004744085
SEC22C	0.004743308
C22orf31	0.004728264
SERPINB8	0.004723042
SLC10A5	0.004713793
ELOVL5	0.004712271
SLC52A2	0.004708704
CDHR1	0.004705669
POPDC2	0.004702917
PEX10	0.004702887
PGLYRP4	0.004697921
B3GNT6	0.004697154
KCNJ1	0.004695297
ADPRH	0.004689134
ELOVL2	0.004685459
ZP2	0.004682098
ANKRD1	0.004663442
SEC23IP	0.0046606
KCNK18	0.004659968
SLC16A3	0.004654555
IQCE	0.004636872
CDK10	0.004632718
PNKD	0.0046304
GCAT	0.004620234
FRA10AC1	0.004605915
HOXB2	0.004600153
SLC25A16	0.004593069
CAPN5	0.004591541
C12orf52	0.004589992
GPRIN3	0.004585685
CEACAM8	0.004572627
TAAR2	0.004568485
TADA1	0.004547674
TSPAN32	0.004547032
RBP3	0.004539108
CHORDC1	0.004536442
SLC52A1	0.00452875
OR6B1	0.004526956
ST3GAL6	0.004522318
MFSD10	0.004514043
TLL2	0.004513591
XKR9	0.004513068
LYAR	0.004498908
CHAT	0.004496517
TTC12	0.004495361
ZCWPW2	0.004495246
ARRDC1	0.004493393
ACP5	0.004439049
PEX2	0.004434167
FIGNL1	0.004416981
HCAR3	0.004413872
CTSS	0.004413865
PRSS12	0.004411546
FCN1	0.004405163
ATHL1	0.004403811
ORC1	0.004403044
ADH5	0.004402438
C19orf26	0.004394629
COQ3	0.004358883
SLC26A5	0.004353516
UBXN10	0.004340555
SPAG16	0.004332991
LRRC49	0.004332445
IARS	0.00433207
KY	0.004319596
KRT222	0.004314521
MPP4	0.004312644
KDM5B	0.004300873
CAPZA3	0.004293634
NOL8	0.004292439
LRRC19	0.004272816
PCCA	0.004272667
CFHR3	0.004263099
BCAN	0.004258276
AKR1A1	0.004252694
CLCA2	0.004238841
OXGR1	0.00423099
PPA2	0.004199194
SLC24A1	0.004196477
GBAS	0.004194852
MMP7	0.004191306
CKAP2	0.004190739
KPRP	0.004187739
C1orf56	0.004186263
SULT1A1	0.004180396
TAS2R13	0.004165667
GALM	0.004144936
C14orf80	0.004131905
TGDS	0.004127449
CCBP2	0.004127069
STX8	0.004126384
SAMD11	0.004125247
GNRHR	0.004123626
UROC1	0.004123138
PRMT7	0.004122621
MAS1	0.004119994
UBL7	0.004118943
HSD11B2	0.00411597
SLC35E4	0.004115699
CCDC24	0.004096301
FAM160B2	0.00408619
PROKR1	0.004079831
OR2L8	0.004072968
ANKRD27	0.004068093
ZNF30	0.004067782
SULT1A2	0.004065239
ANKRD55	0.004056368
DDX52	0.004054859
FAM189B	0.004051521
FCN3	0.004046757
GEMIN2	0.004043712
OR4F6	0.004043267
SH2B1	0.004030463
GCOM1	0.004027765
IL12B	0.004022339
SLC35G6	0.004021713
IL22RA2	0.004012402
ARHGAP11A	0.004012018
OR51I2	0.004011913
WBP1	0.004010596
LIMS2	0.004005296
PRSS55	0.004003481
TCEA3	0.004002871
PLSCR1	0.00399889
SLC25A32	0.003990907
SLC3A1	0.003985949
DAGLB	0.003982155
CCHCR1	0.003959432
OR5M3	0.003956659
FAM118A	0.003953244
MED8	0.003951054
SEC14L3	0.003948424
SULT1B1	0.003943404
ECH1	0.00394093
NRIP2	0.003939761
TMEM116	0.003939575
MYCT1	0.003938619
UPK3B	0.003935203
CTBP2	0.003927001
PLA2G3	0.003921536
F2RL2	0.003917977
C12orf29	0.003911365
NOX5	0.003910845
EXOSC7	0.003909852
OR6T1	0.003906912
RRH	0.003903029
PEAR1	0.003896765
CEACAM21	0.003891589
LIX1	0.003889233
ADAM18	0.003886227
GBGT1	0.003885063
HAVCR1	0.003871467
WDR19	0.003871142
OR51T1	0.003869317
C8B	0.003865856
HSD17B13	0.003861793
GJB6	0.003857718
EMB	0.003847737
SLC35A1	0.003845165
IRAK1BP1	0.003844918
C14orf183	0.003838476
RMI1	0.003838078
CASP4	0.003836702
SLC25A52	0.003829383
SLCO2A1	0.003828217
NUP210	0.003827624
ACY3	0.003825493
NMBR	0.003822412
SHD	0.003813417
CTSO	0.003812841
CCDC107	0.003811231
CDKL4	0.003810975
OR2F1	0.003794107
GPR35	0.003786097
GRTP1	0.00377457
LLGL2	0.003764887
GLIPR1L2	0.003762773
XXYLT1	0.003755512
AQP7	0.003754002
XPNPEP3	0.003750552
BCO2	0.003747405
EXOSC2	0.003746755
TKTL2	0.0037466
XCR1	0.003738864
AIM2	0.003733642
OR52R1	0.003732099
COL9A2	0.003726491
KLK10	0.003716637
PARVG	0.003716346
CCDC138	0.003714525
LECT1	0.003712049
DDX41	0.003711577
FBXO17	0.003710042
OR6N2	0.003687846
OGFOD2	0.00368724
SDSL	0.003685016
TAS2R7	0.00368387
C4orf17	0.003667913
TATDN3	0.003654066
PEX11A	0.003650042
SLAMF7	0.00364695
OR1E2	0.003645876
SURF1	0.003640837
ABCG5	0.003637994
DNAJC21	0.003631731
SFXN3	0.00362627
ECI1	0.003623579
TAAR5	0.003622652
NLRP9	0.003621331
TNFAIP6	0.003620658
OR2B11	0.003618754
OSMR	0.003617446
ZNF563	0.003612491
SNX14	0.003606892
TRH	0.003603128
LDHAL6A	0.003598323
SAMD15	0.003597729
CFHR2	0.003597549
DIMT1	0.003596431
SLC30A8	0.003588985
OR11L1	0.003583351
CLEC11A	0.003576827
MRPL28	0.00357011
TAS2R10	0.003567884
IQCC	0.003564991
CEACAM19	0.003561927
RNF168	0.00355439
CRYBA4	0.003549417
LSR	0.003548875
PLEKHG5	0.00353763
FCGR3A	0.003536525
ARHGEF26	0.003535615
DDX54	0.003531651
ELOVL7	0.00352875
FANCG	0.003525881
ADCY10	0.00352529
SLC23A3	0.003519352
STYXL1	0.00351783
POLE	0.003517199
NARG2	0.003503147
SLC4A5	0.003498315
OR52I2	0.00349417
ROBO4	0.003494
RERGL	0.003489747
TAS2R40	0.003487069
ADAMTS13	0.003484877
KRTAP10-5	0.003478387
AIFM3	0.003476166
ACOT11	0.003457811
MRGPRX3	0.003456231
CA1	0.003446628
PGBD2	0.003446362
SLC44A4	0.003443701
CHRNG	0.003426418
WDR38	0.003425264
CRYGA	0.003405217
CEP72	0.003399229
C1QTNF8	0.003399016
TAF1D	0.003397618
ARHGEF37	0.00338868
ARSJ	0.003387994
SULT1C3	0.003386263
CLCN1	0.003382604
CENPK	0.003380809
PLSCR2	0.003380769
DRAM2	0.003375574
OR1D2	0.003370615
PLSCR5	0.00334556
MMP9	0.003345048
CALHM2	0.003341139
RALGAPA2	0.003332568
CELA3A	0.003327146
CLGN	0.003325797
PPIL4	0.003323786
RBM45	0.003322853
PLCZ1	0.00331773
FAM212A	0.003309354
MNS1	0.003307162
FAM213A	0.003300339
OR4D5	0.003281248
OR51D1	0.003279788
BATF2	0.003279444
STEAP2	0.003276388
GOLIM4	0.003271053
TAS2R43	0.003269104
ECHDC1	0.003267357
SULT6B1	0.003262516
TMEM129	0.00325902
ITGB1BP1	0.003257743
FAM92B	0.003247624
THEMIS	0.003243373
OR5B17	0.003240354
OR4E2	0.003236408
TNFRSF18	0.003231683
NSUN7	0.003231242
XRCC3	0.00323078
MADCAM1	0.003219315
FAM133B	0.003218575
OR13C3	0.00321647
TMEM168	0.003206587
MSH5	0.003205476
OR10J5	0.003190185
OR5T3	0.003189693
CYB5D2	0.003186078
NPC1L1	0.003178989
OR5AP2	0.003171714
EVC	0.003170287
MTRF1	0.003169019
ZFP64	0.003166851
KRTAP10-8	0.003158143
HAUS1	0.003153973
OR5P2	0.003146923
TOM1L2	0.003141338
C6orf203	0.003140298
DHRS2	0.003131273
CRYBA1	0.003125351
OR2M3	0.003120485
DPT	0.003120484
OR6C6	0.003119996
MIA2	0.003114141
ASIC3	0.003109435
HDDC2	0.003108566
P2RX7	0.003105997
KIF14	0.003104427
PTH2R	0.00310434
OR52K2	0.003100451
ECE2	0.003100369
EGFL7	0.003095847
PNLDC1	0.003095807
VPS41	0.003094771
BIRC8	0.003093696
LRIT1	0.003091992
PRTFDC1	0.003091893
FNDC7	0.003081134
OR2Z1	0.003080675
ZNF681	0.003078659
OR2T10	0.003077767
GAA	0.00307415
FAM26F	0.00307166
TAS2R3	0.003069095
KRTAP10-12	0.003055077
KLK14	0.003051846
ADAMTS14	0.003050736
RSPO1	0.003046784
ST6GALNAC1	0.003044812
BPIFA3	0.003041926
NT5C1B-RDH14	0.003039295
PRSS57	0.003036646
OR8H1	0.003031055
LYSMD4	0.003030975
CCDC150	0.003029715
DUXA	0.003023358
ELTD1	0.003019543
PGAM2	0.003014245
OR4C11	0.003011061
GH2	0.003010771
FDXACB1	0.003009056
SPSB2	0.00300873
ZNF23	0.003005368
OR5AN1	0.0030013
KCNAB3	0.00300043
TMIGD1	0.002984102
ORM2	0.00298394
RAB6C	0.002982443
OR8I2	0.002981681
GRK4	0.002980267
TICAM2	0.002974478
CHMP4A	0.002971225
ZNF300	0.002968947
HAUS6	0.002968721
ADCK3	0.002965306
GSTO2	0.002964452
PLEKHB1	0.002962575
MTX3	0.002946953
SLC5A7	0.002946459
RBM44	0.002941633
NEK2	0.002938903
PEX11G	0.002931431
RNF181	0.002929176
CYB5R2	0.002928454
SEBOX	0.002926589
NDUFV2	0.002925781
TBC1D8	0.00292254
METTL21A	0.002916838
OR51A2	0.00291647
OR51A4	0.002911985
OR4C13	0.002909531
AQP8	0.002901037
GBP4	0.002897422
OR13C5	0.002896382
MTAP	0.002896159
DHRS4	0.002894446
DCP1B	0.002890518
SLC13A1	0.002890478
OR2AG1	0.002880121
ARSB	0.002877327
IFT172	0.002865426
CLDN14	0.002863281
ZNF658	0.00286186
PAQR4	0.002858554
OR5F1	0.002853752
MPDU1	0.002852939
ATIC	0.002852067
OR4C46	0.002850646
FPGS	0.002850022
OR1F1	0.00284987
LY75-CD302	0.002849564
SH2D3A	0.002847148
PCSK9	0.002840957
OR10W1	0.002839645
KCNK7	0.002832481
MANBA	0.00282474
C1orf146	0.002815731
CEP97	0.002808846
KCNK17	0.002801701
PEBP4	0.002797608
ULBP1	0.002784324
ZNF461	0.002780971
HTATIP2	0.0027755
PET112	0.002770633
CYP7B1	0.002767839
TYR	0.002762032
GPATCH3	0.002757889
SLC3A2	0.002752594
HEATR6	0.002745437
OR2S2	0.002739116
C12orf10	0.002733873
C10orf10	0.002729305
ADAD2	0.002727546
TMEM150B	0.00270699
RADIL	0.002704513
SELRC1	0.002700578
ANKRD22	0.00269603
HIST1H1T	0.002688831
JMJD8	0.002684777
ZXDC	0.002681048
GZMM	0.002671047
NT5C	0.002658858
MS4A12	0.002654957
RNASEH2B	0.002648088
MAPK15	0.002645496
GCA	0.002645342
KLK15	0.002642059
GEMIN5	0.002640293
HOXA7	0.002640273
LYPD6B	0.00263548
PIGG	0.0026346
UGT2B17	0.002630038
ZNF430	0.002618663
SIGLEC15	0.002614157
GINS2	0.002613383
PXMP4	0.002591266
DHFRL1	0.002589745
TRMT61B	0.002571342
GPAA1	0.00256576
LTB	0.002555767
THEM5	0.002551361
POC5	0.002547911
SMARCAL1	0.002546238
FAHD1	0.002543736
ZNF573	0.002537018
DDIT4L	0.002536566
ANXA2R	0.002534851
PRH2	0.002528582
APAF1	0.002523513
ALG8	0.002519654
GGCX	0.002518618
THUMPD3	0.002518178
CDC6	0.002514349
U2AF1L4	0.002512575
NT5E	0.002509946
MDFI	0.002506079
TMPRSS13	0.002504767
DCLRE1B	0.002504572
RBM23	0.002504327
