gene	s_het
ZNF93	0.00490078
THAP11	0.00489979
AK3	0.00489834
CETP	0.00489821
PARP16	0.00489309
FUT3	0.00489194
OSMR	0.00488854
LYPD4	0.00488679
C9orf142	0.00488244
TCF23	0.00488158
NENF	0.00488146
SCN4B	0.00488128
AMDHD2	0.00488018
NAALADL1	0.00487913
C20orf26	0.00487873
CD180	0.00487785
PGLYRP2	0.00487533
PIFO	0.00487445
PALLD	0.00487442
SPATA19	0.00487374
AC011484.1	0.00487194
SCPEP1	0.00486599
TES	0.00486379
OR51B6	0.00486265
ENKD1	0.00485663
GNE	0.00485328
GIMAP4	0.00485086
OPRD1	0.00484879
ECM1	0.00484849
AMBP	0.00484665
OR52E4	0.00484048
OPA3	0.0048393
TMEM141	0.00483463
CTSV	0.00483208
HIST1H2AG	0.00483082
COL13A1	0.00482988
IFNA17	0.00482721
MAP9	0.0048217
TOMM20L	0.00482088
METTL7A	0.00482015
COMMD2	0.00481957
SEL1L2	0.00481775
ALKBH7	0.00481631
NSUN5	0.00481523
TSPAN10	0.00481445
ZNF705A	0.00481374
CARD6	0.00481343
C9orf3	0.00481286
TST	0.00481238
TANGO2	0.00480933
GPR152	0.00480772
AARD	0.00480491
TLL2	0.00480228
AC022532.1	0.00480021
CCDC157	0.0047983
CCDC9	0.00479571
HELQ	0.00479528
C17orf62	0.0047917
HOXA9	0.00478845
TMEM45A	0.00478791
THBS4	0.00478784
RRP36	0.00478766
SWSAP1	0.0047852
PRSS53	0.00478277
PROM1	0.00478011
FOXRED1	0.00477698
CACNG1	0.00477615
HEATR6	0.00477473
SLFN12	0.0047741
PKIB	0.00477084
STXBP4	0.00476919
SNTN	0.00476854
PRDX5	0.00476791
FTL	0.00476682
C1orf131	0.00476591
PNKD	0.00476356
ZNF227	0.00476291
ALG14	0.00476274
MYO1H	0.004761
ORAI3	0.00475861
ZNF324	0.0047564
PSMC3IP	0.0047519
CALCR	0.00475114
PLA2G5	0.00475087
ARMC4	0.00474897
ANO6	0.00474885
TMEM237	0.00474861
C4orf29	0.00474796
DIO1	0.00474553
ARHGEF16	0.00474508
TMEM67	0.00474331
NAT10	0.00474295
CPXM1	0.00474247
C10orf25	0.00474111
MMP28	0.00473941
ROGDI	0.00473417
KRTAP4-6	0.00472804
ING1	0.00472692
CXCL6	0.00472234
SLC15A2	0.00472159
SRA1	0.00472067
FOLR2	0.00472037
ZNF835	0.00471973
SNRNP35	0.00471871
XPNPEP3	0.00471861
SH3RF2	0.00471662
DBX2	0.00471615
AMBN	0.00471443
ZFAND2A	0.00470748
PFN4	0.00470644
SNX32	0.00470589
SLC6A16	0.00470476
LDHD	0.00470238
SLFN5	0.00470214
MAP1LC3B2	0.00470151
FHL5	0.00470019
GTSF1L	0.00469939
FAM218A	0.00469929
FAM189B	0.00469639
IFNA16	0.00469626
ZNF792	0.00469611
OR9Q1	0.004693
PDCD1LG2	0.00469233
UGT1A6	0.00468717
PIGL	0.00468572
CTHRC1	0.0046852
ZNF425	0.0046825
LENG1	0.00468215
GBP5	0.00468089
MFAP2	0.00467993
COL19A1	0.00467872
DNAJB2	0.00467799
HLA-DOA	0.0046772
NDUFAF5	0.00467544
ELP6	0.00467512
TKTL2	0.00467317
OR2J2	0.00467028
SESN2	0.00466849
CLUL1	0.00466734
ATG16L2	0.00466645
LILRA6	0.00466512
TGM5	0.00465985
ZNF576	0.00465974
FAM127C	0.00465851
HLA-DPA1	0.00465706
TRIM58	0.0046568
EIF2S3L	0.00465665
TRIM69	0.00465481
GLT8D2	0.00465151
CPED1	0.00464836
CECR5	0.00464756
ALPK2	0.00464716
PRELID2	0.00464656
APOA1BP	0.00464404
FAXDC2	0.00464399
DNAJC21	0.0046423
CSRP2	0.00464205
PRSS54	0.00464133
SMPD2	0.00464026
WDR74	0.0046401
PLA2G4F	0.00463964
NAPSA	0.00463868
KIAA0825	0.00463836
LRRC2	0.00463691
SUSD2	0.00463571
SCARA3	0.00463465
EAPP	0.00463295
XAGE5	0.00463268
LYVE1	0.0046318
HSD17B11	0.00463077
HPS3	0.00462607
C4orf27	0.00462572
CYP4F22	0.00462448
KRT15	0.00461939
RASL11A	0.00461857
CORO6	0.00461738
UVSSA	0.00461732
WDR78	0.00461682
WDR3	0.00461497
UQCR11	0.0046125
SLC25A13	0.00460948
STARD5	0.00460732
PNLIPRP1	0.00460654
UFL1	0.0046061
ZNF621	0.00460553
KIAA0556	0.00460496
RSPH6A	0.00460413
LYPD1	0.00460258
PLEKHB1	0.00460199
PGBD3	0.00460181
TIGIT	0.00460042
CIDEC	0.00460006
TXLNB	0.00459848
MYZAP	0.00459462
AMPD3	0.0045897
CHCHD6	0.00458824
LRGUK	0.00458716
OR1J4	0.0045868
TSNAXIP1	0.00458432
VEPH1	0.00458421
LIMD2	0.00458348
MRPL40	0.00458268
KCNK17	0.00458164
OR10K2	0.0045805
ZNF713	0.00457746
ZNF134	0.0045743
C5orf64	0.00457316
LCE3B	0.00457243
ROPN1	0.00457172
OR14K1	0.00456858
KLRB1	0.00456847
LGALS16	0.00456829
CCDC57	0.00456614
TRIM50	0.00456353
TMPRSS11D	0.0045623
FMO4	0.00456216
DNPH1	0.0045618
GLO1	0.00456038
C2ORF15	0.00455939
AADAC	0.00455777
ZNF283	0.0045558
RWDD2A	0.00455383
BRAT1	0.00455297
CTSO	0.00455288
PKD1L2	0.0045486
TMEM18	0.00454386
FAM24A	0.00454113
AOX1	0.00453712
TMEM220	0.00453578
KRT72	0.00453547
THUMPD2	0.00453465
CD209	0.00453346
CPSF3L	0.00453324
PLA2G16	0.00453196
BCHE	0.0045291
POP5	0.00452904
ESYT3	0.00452898
LIPN	0.00452723
KCNQ1	0.00452669
FBXO17	0.00452462
SLC16A5	0.00452438
EIF4EBP3	0.00451771
MPP4	0.00451702
CARD14	0.00451664
CREB3L3	0.00451546
CMTM4	0.00451458
DCDC1	0.00451149
PLIN3	0.00450958
DUS1L	0.00450936
SLC47A2	0.00450636
TSPAN4	0.00450436
PCDHAC1	0.00450403
CKMT2	0.00450389
OR13A1	0.00450263
OR5V1	0.00450173
MYOZ1	0.0045007
MOB3A	0.0045004
NR1I3	0.00449695
PNMT	0.00449519
MC4R	0.00449333
ULBP2	0.0044931
SIRT3	0.00449279
PDZK1	0.00449137
ZNF675	0.00448954
CHST12	0.00448896
DARS2	0.00448164
PLEKHA4	0.00448128
CERKL	0.00448119
TMEM179B	0.00447839
RBP5	0.00447645
TMCO1	0.0044762
PLCZ1	0.0044727
ZSCAN21	0.00447043
SLC27A4	0.00446907
TCEA3	0.00446569
CMPK2	0.0044651
KLK2	0.00446393
SCO2	0.00446376
RASSF9	0.00445839
NNMT	0.00445702
VIPR1	0.00445532
IFNA8	0.00445504
GPR179	0.00445478
HK3	0.00445272
METAP1D	0.00445156
CLN5	0.00444951
MCM3	0.00444794
F2RL2	0.0044462
ERN2	0.00444619
NAALAD2	0.00444435
ZNF688	0.00444135
CRYL1	0.00444004
CDK3	0.00444002
NUDT22	0.00443948
CLEC1A	0.00443848
AAAS	0.00443807
MMAB	0.00443717
GDPGP1	0.00443613
TAS2R30	0.00443581
CRCP	0.00443532
IQCD	0.00443198
C12orf60	0.00443115
C1orf173	0.0044293
OR1L3	0.00442614
COX19	0.00442521
CCL27	0.00442136
VARS2	0.00442041
ITIH5	0.00441776
PIGP	0.00441682
UGT3A2	0.00441379
BPIFB4	0.00441328
MS4A6A	0.0044121
CASP14	0.00441148
PNLIPRP3	0.00441125
MT1HL1	0.0044086
TPRG1	0.00440685
EPB41L4A	0.00440685
PHYKPL	0.00440671
EFHB	0.00440596
ATP7B	0.00440561
C18orf21	0.00440164
PMM1	0.00440111
CNTD2	0.00439971
DZIP1L	0.00439965
ADAM29	0.0043993
CCDC86	0.00439898
MRPS28	0.00439789
WFDC9	0.00439508
LTB	0.00439409
TGM1	0.00439271
BLZF1	0.00438631
HKDC1	0.00438531
SLC11A1	0.00438504
MYCT1	0.00438468
ZNF765	0.00438409
ZNF208	0.00438362
GNAT1	0.00438179
IL36A	0.00437968
FAM9A	0.00437734
WISP2	0.00437396
DUSP13	0.00437372
CC2D1A	0.004373
OAS2	0.00437121
SEC16B	0.00437024
CCDC39	0.00436948
AIM1	0.00436632
GALP	0.00436617
TMEM244	0.00436395
IVL	0.00436074
ZNF774	0.0043593
CREB3	0.00435793
CCDC107	0.00435553
DEFB125	0.00435409
AC079210.1	0.00435332
C1orf162	0.00435194
C1orf101	0.0043507
ACSM1	0.00435042
TECRL	0.0043501
TFPI2	0.00434772
RTKN2	0.00434587
SUN5	0.00434213
ALDH1L1	0.00433976
AIM1L	0.00433958
TGM7	0.00433933
CENPK	0.00433855
SPA17	0.00433711
LGSN	0.0043369
OR4A47	0.00433608
CD300LD	0.00433569
ARHGEF39	0.00433453
NMI	0.00433299
MYL12A	0.00433212
ZNF17	0.0043284
MIF4GD	0.00432737
UBXN10	0.00432514
ZNF778	0.00432402
ZNF226	0.00432367
ZNF438	0.00432117
ODF3L2	0.00432084
C4orf40	0.00431958
TBC1D24	0.00431841
TIGD7	0.00431784
CLPS	0.00431581
OR1M1	0.00431383
RAD54B	0.00431364
TCTN1	0.0043088
XDH	0.00430806
RNFT1	0.00430739
CPB2	0.00430661
EXD3	0.00430532
NDUFS6	0.00430435
MRAP	0.00429917
C15orf52	0.0042984
FCAMR	0.00429755
OR5H15	0.00429733
DGAT1	0.00429705
IL36G	0.00429473
LANCL1	0.00429408
LPIN1	0.00429341
ATP6V1E2	0.00429324
SPATA18	0.0042881
SPATA9	0.00428796
VOPP1	0.00428648
MICALL2	0.00428421
GTF2H5	0.0042841
TBC1D4	0.00428324
TOP3A	0.00428204
SLC22A2	0.00428176
TUBAL3	0.00428123
HAS1	0.00428054
SETMAR	0.00427934
METTL17	0.0042786
AP5S1	0.00427676
CDHR3	0.00427615
TCP11	0.00427508
ALG1L	0.00427434
PRRC1	0.0042719
NCCRP1	0.0042719
XRCC3	0.00426777
OR9Q2	0.00426451
FAM129C	0.00426369
ZDHHC13	0.00426353
KRT79	0.00426348
LTF	0.00426307
CCDC105	0.00426242
TREM2	0.00426102
KRTAP19-5	0.00426053
TMEM69	0.0042592
MFSD2B	0.00425836
TMEM161A	0.00425674
SPATA21	0.00425626
LRRC40	0.00425566
BLK	0.00425535
ZNF92	0.00425288
AGT	0.00425265
IFIT2	0.00425253
POPDC2	0.00425082
M1AP	0.00425057
SPATA31E1	0.00424773
CCS	0.00424736
SLC25A40	0.00424642
LYRM1	0.00424596
ZNF391	0.00424509
SLC22A5	0.0042449
LCE3E	0.00424489
DTWD2	0.00424371
TRMT2B	0.00424324
LCN15	0.00424108
SVIP	0.00424108
TSR1	0.00423945
CALCA	0.00423872
MEGF11	0.00423772
TMEM70	0.00423397
FAM114A2	0.00423221
NDOR1	0.00423205
UPK3B	0.00423107
KCNIP1	0.00423099
CCDC116	0.00423079
C4BPB	0.00423074
STX4	0.00422702
SAGE1	0.00422567
KRT7	0.00422374
ACCSL	0.00422317
LELP1	0.0042217
ARSI	0.00422125
IRAK4	0.004221
ARL13A	0.00421587
KLHDC1	0.00421571
ARSG	0.00421531
CEACAM3	0.0042126
ARL6IP1	0.00421197
MRPS30	0.00421182
ZNF749	0.00421045
CORIN	0.00420976
MED8	0.00420845
CLEC6A	0.00420667
TIMP4	0.0042041
AKR1C2	0.00419912
RANBP17	0.00419897
C2orf43	0.00419768
C19orf45	0.00419525
C3orf62	0.00419347
CBLN3	0.00419286
RFESD	0.00419271
TMEM130	0.0041927
GPR128	0.00419167
GATC	0.00419145
PSMF1	0.00419021
C14orf159	0.00418899
TEX9	0.00418852
MLIP	0.00418758
ACOT8	0.00418723
CCL13	0.00418461
CCDC127	0.0041803
CORT	0.0041759
PGLYRP3	0.00417362
KRT4	0.00417012
MCAT	0.00416943
TMBIM6	0.00416341
NT5M	0.00416133
OR6S1	0.00416042
MFRP	0.00415991
COL28A1	0.00415912
EPCAM	0.00415768
JAK1	0.00415667
TGOLN2	0.00415477
ADAMDEC1	0.00415334
RBP1	0.00415323
CEP112	0.00415018
CYP4X1	0.00414902
C3orf17	0.00414834
KIF9	0.00414721
SOAT2	0.00414532
CYP7B1	0.00414413
CYB5D2	0.00414269
QRICH2	0.00414158
CSNK1A1L	0.00413705
TTC31	0.00413609
ZNF101	0.00413497
DTX3L	0.00413481
SH2D4B	0.00413397
PFKP	0.00413386
SFR1	0.0041334
ACY1	0.00413124
TREML2	0.00413047
ERAP2	0.00412553
LEPRE1	0.0041253
LYPLAL1	0.00412412
CYB5D1	0.0041237
IL18BP	0.00412172
COX16	0.00411875
C16orf46	0.00411812
OR8U1	0.00411806
SUCO	0.00411748
RFC2	0.00411715
CD101	0.00411662
CD109	0.00411492
AKR1C4	0.00410878
TRIM4	0.00410788
BBS2	0.00410699
ARPC4-TTLL3	0.00410669
C2orf76	0.00410196
SLC6A13	0.00409674
CLTCL1	0.00409533
TTLL3	0.00409239
PTX4	0.0040915
GATS	0.00409089
ZNF132	0.00408907
RSPH9	0.00408867
ACOT11	0.0040858
CELA2A	0.00408382
MINA	0.00408356
TSSC4	0.00408281
TPPP2	0.00408105
AAR2	0.00407986
SPRR3	0.00407978
GLRX2	0.00407896
ARSD	0.00407874
MRI1	0.00407602
C22orf43	0.00407563
LPIN3	0.00407561
CPXM2	0.00407428
TFDP3	0.0040708
LCMT2	0.00407005
ANKRD53	0.00406956
HSPB3	0.0040693
AHSP	0.00406895
SPATA5	0.0040681
MMP9	0.00406396
TIGD3	0.00406231
OTUD3	0.00406033
FAM150B	0.00405875
ZIC4	0.00405869
PCDHGB3	0.00405864
FAM213A	0.00405584
C5orf46	0.00405209
NXPE1	0.00404985
OR2Z1	0.00404956
C6orf25	0.00404874
METTL8	0.00404873
IL2RB	0.00404763
ANKZF1	0.00404689
FSIP1	0.00404499
IL11RA	0.0040411
L3MBTL1	0.0040388
TTC39B	0.00403725
NAGK	0.00403702
OR1N1	0.0040354
HOGA1	0.00403526
NEK4	0.0040347
CCNH	0.00403387
ADRA2B	0.00403102
MRPL44	0.00402783
FBXL13	0.00402783
OR6F1	0.00402738
CWF19L1	0.00402693
AC093157.1	0.0040266
TSPAN8	0.00402535
AIFM3	0.00402329
VNN1	0.00402259
CATSPER3	0.00401954
TGM2	0.00401943
GGT6	0.00401927
WDSUB1	0.00401829
C12orf65	0.00401816
CCDC14	0.00401806
SP140L	0.00401804
C11orf63	0.00401778
LMBR1	0.00401744
INPP5J	0.00401535
KATNAL2	0.0040152
EDNRB	0.00401451
OAZ3	0.00401369
SIN3B	0.00401331
C11orf82	0.00401114
SAMD9	0.00401102
TNFAIP6	0.00401066
PLSCR4	0.00400914
NPS	0.00400474
SDHA	0.00400455
GIF	0.00400396
CPN1	0.00400183
MYEOV	0.00400166
MAP7D3	0.00400118
SDHAF2	0.00400054
ADRA1A	0.00399948
ADH7	0.00399788
CNGB1	0.00399767
MAD1L1	0.00399664
NAT8	0.00399519
PARP2	0.00399292
CTRC	0.00399263
ISM2	0.00398994
GAL	0.00398712
MRPL23	0.00398626
LAP3	0.00398543
OR2M7	0.00398206
ZNF426	0.00397949
SULT2A1	0.00397892
GJB7	0.00397788
RECQL5	0.00397359
MRPL46	0.00397253
FGF5	0.00397179
ZNF630	0.00397171
ALS2CR12	0.00396828
FHOD1	0.00396813
APOA5	0.00396586
UBQLN3	0.00396554
SLC46A2	0.00396345
CAPS2	0.00396305
C1orf210	0.00396181
PAMR1	0.00396165
ZCCHC16	0.00395939
PRNT	0.00395875
USHBP1	0.00395833
CDC42EP1	0.00395535
IGFL2	0.00395472
ZNF480	0.00395362
MDH1B	0.00395281
ZSCAN31	0.00395144
C11orf85	0.00395039
CWH43	0.00395038
IQCG	0.00394965
ETV7	0.0039496
CDC25C	0.00394949
EXO5	0.00394927
CCDC63	0.00394897
C14orf119	0.00394806
CRYGB	0.00394768
MICU1	0.00394529
MLF1	0.00394256
ZNF600	0.00394195
ZNF280A	0.00394141
RTBDN	0.0039414
MRPS15	0.00393862
SDPR	0.00393803
ATHL1	0.0039368
IFIT1B	0.00393339
CCDC15	0.00393311
LRRC30	0.00393296
ZNF321P	0.00393219
C10orf113	0.00393029
RNASE10	0.0039302
CBR4	0.00392792
SLC9A4	0.00392748
RXFP1	0.00392682
CFHR4	0.00392328
ADAMTSL5	0.00392309
CYP2C9	0.00392035
B3GAT2	0.00391965
CLEC4F	0.00391689
PSD2	0.00391608
ZNF530	0.00391508
DNAJC19	0.00391399
TJP3	0.00391167
ATP6AP1L	0.00391139
SH3BGR	0.00390916
PATE2	0.00390892
QTRTD1	0.00390822
CCDC74A	0.00390819
CCDC73	0.00390702
GPR110	0.0039067
RNF151	0.00390568
ECE2	0.00390496
DEFB134	0.00390157
TMCO4	0.00389936
TMEM261	0.00389904
GP2	0.00389895
SETD9	0.00389885
FDXACB1	0.00389654
SRCRB4D	0.00389342
ZNF570	0.00389313
FAM111B	0.00389287
SLC17A1	0.00389251
ACAA2	0.00389133
ZNF615	0.0038905
STEAP2	0.00389
AMDHD1	0.00388869
NEK2	0.00388815
COA3	0.00388799
WDR49	0.00388223
ATP6AP1	0.00388143
HEPHL1	0.00387936
PPDPF	0.00387935
PTPN7	0.00387859
GP5	0.00387608
ZNF155	0.00387604
CD3G	0.00387359
MMP7	0.00387001
C5orf34	0.00386969
TCF19	0.00386965
C9orf84	0.00386821
OR2D3	0.00386751
OR2M2	0.00386717
LMBR1L	0.00386635
AKR1E2	0.00386622
CEACAM5	0.00386083
CA14	0.0038608
AP4S1	0.00386022
RLN2	0.00385964
CREB3L4	0.00385503
KCNAB3	0.00385428
OR9G4	0.00385367
NQO1	0.00385306
TRIB3	0.00385277
IFNL1	0.00385268
PLD2	0.0038497
KIF16B	0.00384939
SIGLEC15	0.00384924
BCS1L	0.00384736
TRPV3	0.00384564
ZSCAN10	0.00384493
TMIE	0.00384379
SLMO1	0.00384256
SPINK13	0.00384073
PRSS1	0.00384023
TIMM22	0.00383975
NDUFB2	0.00383901
C13orf35	0.00383836
SYDE2	0.00383747
LILRA4	0.00383362
BAHD1	0.00383295
PEX2	0.00383128
LACE1	0.00383122
TYW5	0.00382988
TRPV1	0.00382908
SLC14A2	0.00382885
RNF148	0.00382555
R3HDM4	0.00382486
PRSS27	0.00382174
C10orf55	0.00381937
HAPLN3	0.00381875
CLEC4D	0.00381345
FRMPD2	0.00381089
B3GALNT1	0.0038099
VPREB1	0.00380921
NOBOX	0.0038025
ADSSL1	0.00380208
FPGT	0.00380131
OR2L2	0.00380109
ST6GALNAC1	0.00380062
SERPINB13	0.00379975
C16orf45	0.00379913
RPH3AL	0.00379723
CAPG	0.00379628
NLRP9	0.00379432
ADAP2	0.00379206
DDX59	0.00379127
MVD	0.00379111
HAO2	0.00378944
RPS6KL1	0.00378774
TP53INP1	0.00378753
PUS10	0.00378749
RNASE4	0.00378721
CNPY4	0.00378577
CYP2F1	0.00378504
PRSS37	0.00377909
KRTAP9-9	0.00377839
SLC22A13	0.00377808
PARVB	0.00377574
ZNF234	0.00377564
SPATA32	0.00377296
TTC21A	0.00377286
CATSPERG	0.00377115
TMIGD2	0.00377085
SALL3	0.00376874
TOR3A	0.00376785
ADIPOQ	0.00376613
GLB1L3	0.00376351
KIAA1430	0.00376307
RPAIN	0.00376219
C3orf18	0.00376183
ENDOD1	0.00376156
APOBEC3G	0.00376028
IP6K3	0.00375985
ARVCF	0.00375907
MPEG1	0.00375795
SLC6A6	0.00375648
AVIL	0.00375288
PPAPDC1B	0.00375082
USP29	0.00374798
PDE3B	0.00374738
POLI	0.0037463
GGTLC2	0.00374629
KIAA1614	0.00374588
SERPINI2	0.00374559
SPP2	0.00374331
C21orf58	0.00373968
CAPN5	0.00373929
SLC18B1	0.00373892
STAT6	0.0037384
TPH1	0.00373794
P2RX4	0.00373631
CTSF	0.0037343
PPIL6	0.00373369
FAM161A	0.00373155
FBXO27	0.00372736
MUL1	0.00372641
OR6V1	0.00372206
LAD1	0.00372156
AADACL2	0.00371651
FCHSD1	0.00371566
FAM47B	0.00371371
C1orf174	0.00371336
KIF24	0.00371255
ZNF470	0.00370386
C11orf48	0.00370134
TAF1D	0.0036982
UBE2L6	0.00369795
SPATA12	0.00369746
LRRC20	0.003696
VAT1L	0.00369432
KLK1	0.00369374
RDM1	0.00369297
EFCAB4B	0.00368818
OR5K1	0.00368789
ZNF555	0.00368575
OR52W1	0.00368482
LAX1	0.00368133
TMEM175	0.00368105
MS4A5	0.00368094
SEMA3G	0.00367986
NEK3	0.00367954
CCRL2	0.00367868
MMRN1	0.00367783
EMR1	0.00367757
TRIM42	0.00367753
CBR3	0.00367747
SPAM1	0.00367676
SLC38A6	0.00367606
PBK	0.00367557
TFB1M	0.00367441
HYLS1	0.00367213
SYNGR4	0.00367119
PDYN	0.00366597
ANKRD34B	0.00366116
IMPACT	0.00366055
C1orf189	0.00365715
COMT	0.00365709
OR13D1	0.00365046
ZNF44	0.00364907
FBXO16	0.00364905
VN1R1	0.00364886
TTC29	0.00364873
FAM9B	0.00364407
CYP4F2	0.00364151
KRTAP1-5	0.00364135
SSNA1	0.00364041
FAM221A	0.00363842
DDX55	0.00363821
ANKDD1A	0.0036381
TMEM234	0.00363493
C11orf49	0.00363318
C11orf54	0.00363223
FOPNL	0.00363019
KRT39	0.00362937
C12orf39	0.00362891
KCNRG	0.00362723
ZNF76	0.00362313
DEFB116	0.00362198
OR5J2	0.00362096
ZNF786	0.00361919
CHRNA10	0.00361861
TMEM176B	0.00361776
TRIM54	0.00361757
LGALS9	0.00361742
RNF10	0.00361739
SFTPD	0.00361585
HEXA	0.00361066
SNAPIN	0.00361063
OR2A12	0.00360972
CCDC33	0.00360827
CILP	0.0036077
FANCD2OS	0.00360709
PEX11A	0.00360281
RFPL4B	0.00360236
FAM217A	0.00360056
SH2D5	0.00360056
EDDM3B	0.00360025
TM4SF20	0.0035998
TVP23A	0.00359832
HACL1	0.00359699
PROK1	0.00359504
SLC27A5	0.00359488
XKR8	0.00359481
MTERFD3	0.00359291
TEKT5	0.00359162
SCRN2	0.00359015
DTWD1	0.00358999
RAD51AP2	0.00358889
OR2M5	0.00358703
OR10J3	0.00358534
CCDC13	0.00358454
FGFBP1	0.00358287
SPINK14	0.00357918
DEFB113	0.00357874
LST3	0.00357814
POMK	0.00357783
SYTL3	0.00357255
TCEB3B	0.00357146
TRAP1	0.0035704
MBD3L1	0.0035697
GPR84	0.00356924
TRPA1	0.00356897
TMEM50B	0.0035688
NUF2	0.0035687
TAS2R39	0.00356861
TADA1	0.00356768
MAN2B2	0.00356528
MAVS	0.00356399
DAK	0.00356354
CCDC74B	0.0035631
CDCP2	0.00356239
ZNF157	0.00356214
CSAD	0.00355868
TAS2R16	0.00355807
PPA1	0.00355699
F12	0.00355635
NPNT	0.00355333
METTL21C	0.00355284
WFDC8	0.00355144
C16orf91	0.00354555
MMP21	0.00354305
RASSF1	0.00354289
HAVCR1	0.00354082
FRG1	0.00354012
SNUPN	0.00353842
MICAL1	0.00353833
OR4D2	0.00353712
NT5C3B	0.00353576
SMCO4	0.00353182
ZMAT5	0.00353064
LRRC42	0.00353042
SNAI3	0.00352972
TCEB2	0.00352909
PMVK	0.00352908
DUSP27	0.00352783
TMPRSS4	0.00352747
CTSZ	0.00352741
CYBA	0.00352522
CPA2	0.0035232
OR14J1	0.00352232
SYNE3	0.0035216
C11orf83	0.00351913
KIF2B	0.00351905
SLC22A4	0.00351528
RANBP3L	0.00351359
NRDE2	0.00351322
BAALC	0.00351286
CHRNA5	0.00351012
TBATA	0.00350902
TMEM154	0.00350883
RNASE3	0.00350769
KLHL38	0.00350748
TMEM243	0.00350747
PMFBP1	0.00350727
SERPINA4	0.00350581
MRPS33	0.0035049
TRPM5	0.00350108
PADI4	0.00350086
GHDC	0.00350009
NTPCR	0.00349986
GLYCTK	0.00349897
TMEM44	0.0034989
ADORA3	0.00349487
PCID2	0.00349452
SFTPA2	0.00349402
OGFOD2	0.00349053
CAV1	0.00348902
DNLZ	0.00348734
ZCWPW2	0.00348731
SCUBE2	0.00348488
ESR2	0.00348008
COASY	0.00347909
CLEC4E	0.00347842
LIPE	0.00347613
ELMOD3	0.00347598
GPR137B	0.00347412
C14orf79	0.00347371
KLHL25	0.00347295
ATP5S	0.00346771
GLYAT	0.00346763
CD300LF	0.00346388
UGT1A4	0.00346261
KEL	0.00346178
SMCP	0.00346057
NPL	0.00346039
NDUFAF2	0.00345884
WDR83OS	0.00345878
ALG8	0.0034587
TRIM52	0.00345795
TRMT44	0.00345435
CCDC96	0.00345336
MORN3	0.00345258
MX1	0.00345109
OR10AG1	0.00345069
CNDP1	0.00345022
OR10G9	0.00344817
SCGB2B2	0.00344802
SMIM8	0.00344574
WDR41	0.0034441
GNA14	0.00344326
HBD	0.00343825
ZNF185	0.00343463
PGPEP1L	0.0034338
C12orf76	0.00343197
TTLL9	0.00343081
TMEM31	0.00342897
CDNF	0.00342543
RIPPLY1	0.00342448
BCL2L10	0.00342427
DUSP18	0.00342278
UCP2	0.00342244
GJB3	0.00342182
FCRL4	0.00342145
P2RY2	0.00342003
CST1	0.003419
LMAN2L	0.00341742
IFT27	0.00341588
HOXC12	0.00341571
OR5C1	0.00341152
NDUFAF7	0.0034114
TSPAN11	0.00340972
SSTR4	0.00340914
SLC28A1	0.00340906
ATP5A1	0.00340904
TCP10L	0.00340854
ITPRIP	0.00340562
NDUFB4	0.00340534
HSF4	0.00340416
SLC7A6	0.00340357
C22orf24	0.00340195
ZNF277	0.0034016
KRTAP6-1	0.00340153
CCDC167	0.00340043
KIAA1683	0.00339798
OR51A7	0.00339779
ELSPBP1	0.00339776
SCAND3	0.00339651
APTX	0.00339599
GPR32	0.00339571
SLCO1B3	0.00339569
CLCNKB	0.00339434
SCCPDH	0.00339387
ZNF596	0.00339331
OR5W2	0.00339217
GGCT	0.00339125
RAB42	0.0033911
ZNF814	0.00338853
CXXC11	0.00338846
ERI1	0.00338814
TMEM87B	0.00338454
FAM174A	0.00338446
TINF2	0.0033823
MRPS34	0.00338221
CYP20A1	0.00338007
IFIT1	0.00337646
ANKLE1	0.00337611
IRAK2	0.00337553
VWA7	0.00337493
PSKH2	0.00337479
ALOX15	0.00337336
ANXA9	0.00337125
PAFAH2	0.00336861
PHLDA2	0.00336719
C1orf100	0.00336689
C3orf33	0.00336465
ADAM33	0.00336409
RAD18	0.00335976
RGL4	0.00335918
SARDH	0.00335798
VPREB3	0.00335755
RPL36AL	0.00335747
AACS	0.00335722
FAM114A1	0.0033558
PHTF1	0.00335508
ZSCAN30	0.003355
HIST1H2AM	0.00335193
CLEC4C	0.00335164
ZNF28	0.00334838
FKBP7	0.00334776
RRP8	0.0033469
CCDC158	0.00334573
TPMT	0.00334196
COX20	0.00334154
MSRB1	0.00334089
MSRB2	0.00334079
GRK7	0.0033402
NINJ2	0.00333827
ATP8B4	0.00333676
CNGB3	0.00333402
NME6	0.00333265
SCGB3A2	0.00333247
MRAP2	0.00333213
LAIR1	0.0033299
CCDC38	0.00332935
PRB3	0.00332849
DEPDC4	0.0033275
SKA1	0.00332744
CYP4F11	0.00332558
CES2	0.00332422
PHF11	0.00332301
FBLIM1	0.00332175
NLRC4	0.00332008
OLFML1	0.00331966
ERP27	0.00331924
ECI2	0.0033157
MRPL21	0.00331496
ASTE1	0.00331247
THYN1	0.00331105
CD84	0.00331075
PCNXL4	0.00330583
MRPL49	0.00330578
CYP3A43	0.00330532
DHRS2	0.00330513
RELT	0.00330288
SMPDL3B	0.0033028
VWA5A	0.00329993
OR5H2	0.00329936
IL1RL2	0.00329853
ATG4C	0.00329832
PGK2	0.00329634
PDPR	0.00329618
CDK18	0.0032946
RPA3	0.00329043
SLC29A3	0.00328915
