gene	pDN	DN_pctl	pGOF	GOF_pctl	pLOF	LOF_pctl
RMDN2	0.712774	0.307046	0.564776	0.597397	0.320325	0.597447
RMDN3	0.700238	0.344022	0.641679	0.42573	0.275425	0.738326
RMI1	0.613424	0.612472	0.25684	0.963761	0.315639	0.610852
RMI2	0.416102	0.893199	0.496775	0.720059	0.437664	0.303069
RMND1	0.650822	0.502283	0.566591	0.59396	0.35751	0.48441
RMND5A	0.300838	0.966806	0.261788	0.961061	0.682929	0.097373
RMND5B	0.497388	0.82136	0.377659	0.874834	0.458561	0.273017
RNASE1	0.696126	0.356445	0.434975	0.808986	0.209525	0.900123
RNASE10	0.74185	0.222293	0.586002	0.553204	0.22202	0.875865
RNASE11	0.768186	0.157132	0.534289	0.65642	0.181432	0.946968
RNASE12	0.694957	0.360422	0.44968	0.789295	0.208051	0.902725
RNASE13	0.663769	0.46354	0.432876	0.811589	0.223107	0.873754
RNASE2	0.671694	0.436975	0.525304	0.673116	0.236855	0.845814
RNASE3	0.717235	0.295163	0.511748	0.694623	0.211265	0.897177
RNASE4	0.675534	0.424159	0.397589	0.853229	0.236286	0.846649
RNASE6	0.661509	0.470169	0.474609	0.755856	0.22774	0.864031
RNASE7	0.671532	0.437515	0.456387	0.780309	0.21889	0.882691
RNASE8	0.659666	0.475276	0.493931	0.724576	0.207348	0.904051
RNASE9	0.701232	0.340633	0.512546	0.693887	0.203765	0.910729
RNASEH1	0.74425	0.215517	0.432223	0.812521	0.324449	0.582715
RNASEH2A	0.638219	0.542303	0.454639	0.782519	0.296177	0.675178
RNASEH2B	0.51396	0.802652	0.093039	0.999411	0.501188	0.227547
RNASEH2C	0.528274	0.783599	0.323817	0.921974	0.402748	0.370439
RNASEK	0.692344	0.369065	0.726626	0.220378	0.321604	0.592487
RNASEL	0.653236	0.496145	0.699826	0.284508	0.20721	0.904247
RNASET2	0.528104	0.783992	0.474734	0.755365	0.266628	0.76715
RND1	0.59852	0.651314	0.674837	0.345789	0.514606	0.216597
RND2	0.779978	0.13371	0.781526	0.114903	0.301378	0.65755
RND3	0.534927	0.775006	0.607372	0.50685	0.654751	0.116573
RNF10	0.560197	0.732237	0.358086	0.893101	0.49362	0.235207
RNF103	0.362026	0.932237	0.497891	0.718537	0.565347	0.176823
RNF11	0.566079	0.720943	0.666716	0.3671	0.428196	0.317997
RNF111	0.234672	0.989148	0.132648	0.997594	0.81515	0.024945
RNF112	0.699409	0.346428	0.7815	0.115001	0.260522	0.78463
RNF113A	0.489172	0.830101	0.427029	0.818856	0.632081	0.132531
RNF113B	0.532236	0.778591	0.472442	0.759195	0.533964	0.200638
RNF114	0.595138	0.658532	0.661512	0.38026	0.315259	0.611981
RNF115	0.709241	0.317014	0.485069	0.739553	0.369359	0.452836
RNF121	0.642097	0.530616	0.687834	0.313675	0.378896	0.42578
RNF122	0.703996	0.332826	0.693048	0.300712	0.367581	0.457746
RNF123	0.523619	0.790277	0.589922	0.545446	0.40698	0.360619
RNF125	0.538352	0.769457	0.64004	0.429266	0.346299	0.514805
RNF126	0.424082	0.887405	0.351126	0.899288	0.73873	0.064522
RNF128	0.567274	0.717997	0.725942	0.221999	0.360911	0.475669
RNF13	0.651825	0.499926	0.685504	0.31888	0.29121	0.690302
RNF130	0.750945	0.197348	0.749778	0.172158	0.274789	0.740339
RNF133	0.678007	0.415762	0.749504	0.1726	0.221405	0.877437
RNF135	0.58743	0.675718	0.618124	0.481856	0.363018	0.46958
RNF138	0.38865	0.913184	0.427682	0.817923	0.548562	0.188755
RNF139	0.467187	0.850626	0.583771	0.558065	0.544734	0.192094
RNF14	0.640305	0.536067	0.559167	0.607415	0.22254	0.875031
RNF141	0.517382	0.798429	0.621976	0.471986	0.359746	0.47837
RNF144A	0.461809	0.855045	0.622855	0.469875	0.572355	0.171765
RNF144B	0.582389	0.686816	0.654366	0.397005	0.403914	0.368132
RNF145	0.446844	0.868402	0.604499	0.513037	0.628832	0.134545
RNF146	0.394016	0.909207	0.461364	0.773631	0.642125	0.125362
RNF148	0.659716	0.47508	0.631557	0.449104	0.314327	0.615419
RNF149	0.633007	0.557378	0.764617	0.145151	0.301633	0.656764
RNF150	0.687335	0.384729	0.776248	0.12384	0.28677	0.704395
RNF151	0.526706	0.786153	0.69795	0.289123	0.341903	0.526835
RNF152	0.616062	0.605009	0.753444	0.165087	0.312697	0.620967
RNF157	0.671925	0.43619	0.593281	0.537785	0.402185	0.371422
RNF165	0.495305	0.823472	0.264247	0.959833	0.753829	0.055733
RNF166	0.513355	0.803339	0.539853	0.64493	0.475149	0.254554
RNF167	0.693525	0.365529	0.811938	0.075129	0.24731	0.819691
RNF168	0.507521	0.810312	0.336672	0.91176	0.451463	0.282593
RNF169	0.469405	0.848073	0.387439	0.86467	0.558721	0.181733
RNF17	0.305994	0.964449	0.538278	0.648269	0.63035	0.133562
RNF170	0.609473	0.624257	0.613124	0.493346	0.297749	0.669236
RNF175	0.706791	0.325264	0.600458	0.52163	0.395158	0.386153
RNF180	0.690078	0.376037	0.546774	0.631426	0.329105	0.56823
RNF181	0.755289	0.186742	0.720779	0.235895	0.326587	0.575792
RNF182	0.670468	0.440658	0.76171	0.150847	0.276644	0.73371
RNF183	0.612882	0.613896	0.743977	0.184336	0.299359	0.663982
RNF185	0.679703	0.410459	0.424075	0.823079	0.394326	0.388608
RNF186	0.634344	0.553891	0.775465	0.125411	0.337108	0.542057
RNF187	0.546542	0.756248	0.672041	0.353253	0.334722	0.548981
RNF19A	0.713617	0.304837	0.701303	0.28112	0.456374	0.276013
RNF19B	0.447868	0.867027	0.625315	0.464179	0.695502	0.089615
RNF2	0.265015	0.980162	0.323597	0.922219	0.772531	0.045667
RNF20	0.680404	0.407906	0.426739	0.8192	0.478131	0.250381
RNF207	0.642836	0.527768	0.707455	0.266683	0.384269	0.411539
RNF208	0.381811	0.91888	0.651007	0.404812	0.619593	0.140437
RNF212	0.76747	0.158605	0.500048	0.71505	0.307672	0.637515
RNF212B	0.71136	0.311368	0.316604	0.927326	0.407819	0.358311
RNF213	0.669141	0.44493	0.425493	0.820722	0.315465	0.611294
RNF214	0.372392	0.925608	0.429801	0.815419	0.679191	0.099779
RNF215	0.540588	0.765922	0.636738	0.437368	0.422299	0.328505
RNF216	0.618958	0.597348	0.54453	0.635846	0.269617	0.757722
RNF216P1	0.678707	0.413553	0.790043	0.103609	0.276794	0.733268
RNF217	0.65998	0.47454	0.711829	0.256469	0.383905	0.41262
RNF220	0.283242	0.974073	0.170511	0.993027	0.85213	0.010852
RNF222	0.592627	0.663786	0.71464	0.249644	0.385102	0.409673
RNF223	0.624385	0.582519	0.707173	0.267321	0.408586	0.356789
RNF224	0.585187	0.681021	0.777744	0.121188	0.320987	0.594991
RNF225	0.521903	0.792536	0.688762	0.311368	0.480736	0.247729
RNF227	0.531301	0.779917	0.775033	0.126639	0.281104	0.720599
RNF24	0.739662	0.230543	0.685106	0.319863	0.310997	0.626614
RNF25	0.571686	0.708667	0.548268	0.628726	0.366285	0.461233
RNF26	0.486759	0.832507	0.615381	0.488289	0.510314	0.220083
RNF31	0.289105	0.972109	0.439466	0.802701	0.591356	0.1589
RNF32	0.619703	0.594942	0.64135	0.426565	0.349638	0.504837
RNF32-DT	0.688073	0.382568	0.649617	0.407758	0.494551	0.234127
RNF34	0.569502	0.713577	0.538459	0.647925	0.46942	0.261674
RNF38	0.404674	0.901743	0.237663	0.972355	0.787709	0.038301
RNF39	0.756747	0.183452	0.826561	0.057746	0.256037	0.796956
RNF4	0.386556	0.914854	0.256915	0.963663	0.521455	0.211147
RNF40	0.519322	0.795532	0.413575	0.835306	0.668407	0.107685
RNF41	0.319323	0.958213	0.557285	0.610852	0.612353	0.145053
RNF43	0.476164	0.842131	0.537152	0.650479	0.609765	0.14687
RNF44	0.648454	0.510189	0.403273	0.847827	0.546542	0.190768
RNF5	0.68633	0.387773	0.546857	0.631279	0.356451	0.486619
RNF6	0.718365	0.292266	0.365977	0.885392	0.38854	0.401768
RNF7	0.637837	0.543383	0.64114	0.426909	0.402334	0.371176
RNF8	0.406346	0.900368	0.436385	0.806825	0.670798	0.106163
RNFT1	0.653473	0.495507	0.664354	0.372551	0.353568	0.494378
RNFT2	0.690133	0.375792	0.667694	0.3644	0.399598	0.376676
RNGTT	0.579237	0.693494	0.424422	0.822195	0.405356	0.364449
RNH1	0.583296	0.684753	0.665198	0.370587	0.299425	0.663688
RNLS	0.650844	0.502234	0.478992	0.749325	0.268372	0.761552
RNMT	0.656836	0.484753	0.425371	0.821066	0.316959	0.60658
RNPC3	0.539617	0.76769	0.417022	0.831083	0.4815	0.246796
RNPEP	0.491049	0.828284	0.616585	0.485195	0.335548	0.546624
RNPEPL1	0.587761	0.674883	0.715897	0.246452	0.248686	0.815959
RNPS1	0.344688	0.943432	0.295037	0.942107	0.87609	0.004272
RO60	0.513944	0.802701	0.447439	0.792487	0.404595	0.366069
ROBO1	0.705487	0.328603	0.662887	0.376332	0.450134	0.284606
ROBO2	0.511714	0.805352	0.512048	0.694279	0.70612	0.082887
ROBO3	0.763528	0.167051	0.730908	0.21095	0.369086	0.45372
ROBO4	0.762088	0.170587	0.778662	0.11947	0.34261	0.52492
ROCK1	0.392903	0.910042	0.368043	0.883575	0.710661	0.080236
ROCK2	0.437695	0.876111	0.435638	0.80766	0.658077	0.114756
ROGDI	0.565043	0.723054	0.581263	0.563221	0.515756	0.215615
ROM1	0.732366	0.252148	0.806529	0.081611	0.171493	0.958704
ROMO1	0.783556	0.127032	0.640742	0.427842	0.409135	0.355217
ROPN1	0.637304	0.544709	0.683595	0.324036	0.27768	0.730322
ROPN1B	0.615356	0.60712	0.72596	0.221949	0.27025	0.755168
ROPN1L	0.653252	0.496047	0.586856	0.551338	0.333465	0.553106
ROR1	0.445722	0.869089	0.518882	0.68382	0.627243	0.13587
ROR2	0.765624	0.162485	0.744057	0.184238	0.26239	0.779867
RORA	0.515488	0.800982	0.395763	0.855095	0.57105	0.172747
RORB	0.351701	0.939013	0.324098	0.921483	0.756017	0.054554
RORC	0.395354	0.908274	0.275135	0.953351	0.737237	0.065505
ROS1	0.672163	0.435355	0.732449	0.207709	0.370012	0.450921
RP1	0.695702	0.358065	0.704253	0.273558	0.356938	0.48549
RP1L1	0.546974	0.755414	0.55968	0.606187	0.392693	0.392978
RP2	0.262219	0.981144	0.235154	0.973582	0.646067	0.122318
RP9	0.76727	0.159096	0.729531	0.213062	0.32883	0.568966
RPA1	0.675646	0.423472	0.483376	0.742303	0.37005	0.450822
RPA2	0.581092	0.689664	0.264776	0.959637	0.498418	0.230248
RPA3	0.585744	0.679548	0.496956	0.719666	0.328527	0.569948
RPA4	0.643729	0.524478	0.333271	0.914216	0.289359	0.696538
RPAIN	0.643518	0.525264	0.330809	0.91672	0.378035	0.428677
RPAP1	0.63542	0.549914	0.548459	0.628284	0.345426	0.517407
RPAP2	0.651888	0.499484	0.421367	0.826123	0.334364	0.549963
RPAP3	0.772838	0.147459	0.541008	0.64272	0.199599	0.919077
RPE	0.692002	0.370145	0.560426	0.60491	0.312133	0.62244
RPE65	0.559894	0.732826	0.647711	0.411981	0.405427	0.364301
RPEL1	0.813503	0.083673	0.667128	0.365873	0.183057	0.945004
RPF1	0.610227	0.621949	0.395217	0.855929	0.40409	0.367444
RPF2	0.619503	0.595335	0.427308	0.818414	0.349478	0.50518
RPGR	0.472603	0.845274	0.472737	0.758704	0.635263	0.130027
RPGRIP1	0.651626	0.500466	0.612824	0.494329	0.335206	0.547606
RPGRIP1L	0.52502	0.788657	0.519616	0.682544	0.47775	0.250921
RPH3A	0.70693	0.324773	0.616068	0.486717	0.382206	0.417039
RPH3AL	0.682289	0.400982	0.726218	0.221213	0.394565	0.387773
RPIA	0.669311	0.444439	0.515572	0.689615	0.409203	0.354972
RPL10	0.44654	0.868647	0.187018	0.989639	0.695479	0.089664
RPL10A	0.468983	0.848613	0.275092	0.95345	0.638749	0.127572
RPL10L	0.72969	0.259808	0.377101	0.875718	0.376678	0.431967
RPL11	0.309688	0.962337	0.167768	0.993371	0.798447	0.032654
RPL12	0.698517	0.349276	0.336021	0.912202	0.416073	0.340633
RPL13	0.35814	0.935085	0.181485	0.990916	0.745719	0.061036
RPL13A	0.399081	0.905573	0.246161	0.969556	0.698332	0.087405
RPL13AP3	0.469245	0.848318	0.157492	0.994844	0.423464	0.327081
RPL14	0.413999	0.894721	0.274869	0.953499	0.712002	0.079794
RPL15	0.254527	0.983305	0.183513	0.990425	0.800746	0.031525
RPL17	0.434308	0.878959	0.17881	0.9918	0.706154	0.082789
RPL18	0.251352	0.984483	0.142527	0.996956	0.831002	0.018316
RPL18A	0.247763	0.985907	0.156348	0.99509	0.778637	0.042868
RPL19	0.316033	0.959637	0.138913	0.997152	0.824521	0.021409
RPL21	0.225171	0.991112	0.222675	0.978493	0.775262	0.04439
RPL22	0.625453	0.57972	0.237235	0.972502	0.47233	0.257795
RPL22L1	0.699974	0.344905	0.309876	0.932433	0.381313	0.41974
RPL23	0.431064	0.88166	0.242902	0.970685	0.670746	0.10631
RPL23A	0.501665	0.81645	0.179957	0.991358	0.694756	0.089958
RPL24	0.544912	0.759342	0.273482	0.954432	0.612381	0.145004
RPL26	0.28916	0.97206	0.158328	0.994697	0.800215	0.031918
RPL26L1	0.677486	0.417432	0.385235	0.866634	0.405019	0.365136
RPL27	0.246962	0.9863	0.110967	0.998871	0.792482	0.035846
RPL27A	0.394439	0.908814	0.301798	0.938031	0.750211	0.058335
RPL28	0.474673	0.843211	0.260744	0.961453	0.545211	0.191603
RPL29	0.629495	0.567837	0.354312	0.896931	0.445701	0.291284
RPL3	0.359936	0.933906	0.244785	0.970096	0.729573	0.069236
RPL30	0.292035	0.970292	0.206564	0.983698	0.78205	0.041149
RPL31	0.356942	0.935576	0.142532	0.996857	0.74689	0.060152
RPL32	0.467405	0.85043	0.177544	0.992045	0.698854	0.086963
RPL34	0.343024	0.944709	0.131845	0.997741	0.808049	0.02848
RPL35	0.467771	0.850037	0.193807	0.987822	0.580414	0.166658
RPL35A	0.249914	0.985122	0.131267	0.99779	0.847086	0.012865
RPL36	0.364212	0.931205	0.162871	0.993862	0.710794	0.080137
RPL36A	0.525632	0.787773	0.204509	0.984532	0.663145	0.111318
RPL36AL	0.719614	0.288878	0.352552	0.898355	0.425019	0.324233
RPL37	0.633731	0.555168	0.228824	0.975792	0.493096	0.235649
RPL37A	0.671542	0.437466	0.373453	0.878812	0.424648	0.32492
RPL37AP8	0.331768	0.951191	0.15153	0.99563	0.49695	0.231672
RPL38	0.362015	0.932335	0.178795	0.991849	0.685858	0.095507
RPL39	0.486493	0.832703	0.288949	0.945691	0.704254	0.083771
RPL39L	0.680976	0.406187	0.436406	0.806727	0.428297	0.3178
RPL39P5	0.526024	0.786987	0.342751	0.907243	0.550867	0.187086
RPL3L	0.536359	0.772747	0.297954	0.940388	0.537081	0.198036
RPL4	0.198678	0.995041	0.153732	0.995482	0.843588	0.014191
RPL41	0.790194	0.11618	0.381751	0.871151	0.405318	0.364596
RPL5	0.269495	0.978738	0.149758	0.995875	0.813874	0.025534
RPL6	0.306453	0.964056	0.119127	0.998674	0.796387	0.033685
RPL7	0.369111	0.927866	0.186142	0.989737	0.718149	0.075767
RPL7A	0.353544	0.937884	0.151143	0.995777	0.792788	0.035649
RPL7L1	0.722826	0.279106	0.465449	0.768672	0.291854	0.688387
RPL8	0.25523	0.982814	0.205204	0.984238	0.851632	0.011048
RPL9P9	0.409425	0.898404	0.218168	0.980408	0.65466	0.116671
RPLP0	0.490167	0.829069	0.40804	0.842033	0.525218	0.207758
RPLP0P6	0.501735	0.816204	0.489811	0.732384	0.438506	0.301743
RPLP1	0.643672	0.524724	0.462455	0.772256	0.422248	0.328701
RPLP2	0.584865	0.681611	0.391948	0.859219	0.528387	0.205058
RPN1	0.649685	0.505966	0.471652	0.760128	0.339794	0.533759
RPN2	0.510234	0.80712	0.438298	0.804321	0.365745	0.462558
RPP14	0.661445	0.470513	0.468463	0.76494	0.335945	0.545347
RPP21	0.539803	0.767346	0.44675	0.793175	0.409872	0.353646
RPP25	0.503796	0.814044	0.448042	0.791554	0.361909	0.47287
RPP25L	0.466253	0.851461	0.458626	0.777412	0.516864	0.21478
RPP30	0.700335	0.34358	0.303344	0.937049	0.385142	0.409526
RPP38	0.582277	0.687012	0.14725	0.996268	0.395254	0.385956
RPP38-DT	0.753762	0.190425	0.696059	0.293936	0.405577	0.364007
RPP40	0.608381	0.626958	0.612944	0.493936	0.337254	0.541517
RPRD1A	0.668374	0.447336	0.572338	0.582175	0.379951	0.422833
RPRD1B	0.678572	0.413945	0.578912	0.567444	0.326817	0.575203
RPRD2	0.183241	0.996465	0.161854	0.99396	0.87134	0.005549
RPRM	0.59131	0.667125	0.821533	0.062902	0.33609	0.545053
RPRML	0.501457	0.816646	0.855257	0.030052	0.425424	0.323398
RPS10	0.372176	0.925902	0.198389	0.986055	0.780978	0.041787
RPS10P5	0.370545	0.926933	0.272731	0.954923	0.563112	0.178591
RPS11	0.325264	0.954874	0.136101	0.997348	0.827219	0.019985
RPS12	0.322022	0.956887	0.33116	0.916327	0.710375	0.080383
RPS13	0.336614	0.948539	0.158124	0.994746	0.785805	0.039136
RPS14	0.361562	0.93263	0.216126	0.981095	0.787157	0.038547
RPS15	0.333542	0.950209	0.169068	0.993273	0.786417	0.038988
RPS15A	0.380671	0.919863	0.16269	0.993911	0.727813	0.070366
RPS16	0.379233	0.920943	0.208409	0.983059	0.706636	0.082494
RPS17	0.642133	0.530469	0.248061	0.968328	0.517023	0.214535
RPS18	0.401431	0.903855	0.173181	0.992389	0.808961	0.028186
RPS19	0.408297	0.898993	0.197523	0.986202	0.743818	0.062215
RPS19BP1	0.611062	0.619445	0.449246	0.789934	0.429248	0.31618
RPS2	0.508229	0.809428	0.19085	0.988706	0.730734	0.068696
RPS20	0.678915	0.412521	0.177665	0.991996	0.511977	0.218709
RPS21	0.64647	0.517014	0.457632	0.778787	0.452429	0.28112
RPS23	0.354617	0.937098	0.201155	0.985269	0.775581	0.044243
RPS24	0.388467	0.913283	0.204421	0.984581	0.750716	0.057943
RPS25	0.297155	0.968524	0.147617	0.996072	0.84997	0.011932
RPS26	0.343343	0.944414	0.168426	0.993322	0.851683	0.010999
RPS26P11	0.40785	0.899337	0.18945	0.989001	0.676677	0.101792
RPS27	0.396625	0.907292	0.301976	0.937933	0.710439	0.080334
RPS27A	0.417372	0.89261	0.407149	0.842819	0.825779	0.020673
RPS27L	0.685191	0.391309	0.521472	0.679941	0.39117	0.396366
RPS28	0.399128	0.905524	0.249382	0.967542	0.763456	0.051068
RPS29	0.550147	0.750061	0.376012	0.876651	0.518625	0.213553
RPS3	0.386025	0.915099	0.234699	0.973729	0.779844	0.042328
RPS3A	0.26607	0.979769	0.150993	0.995826	0.825609	0.02082
RPS4X	0.34737	0.941616	0.145652	0.996415	0.793075	0.035404
RPS4Y1	0.479043	0.839774	0.248573	0.968082	0.648023	0.120992
RPS4Y2	0.646413	0.517064	0.283273	0.94903	0.450087	0.284802
RPS5	0.337318	0.948343	0.143117	0.99671	0.824922	0.021164
RPS6	0.185079	0.996366	0.100567	0.999214	0.867761	0.006678
RPS6KA1	0.740427	0.227793	0.725024	0.224601	0.305985	0.642966
RPS6KA2	0.761058	0.172747	0.636827	0.437123	0.330188	0.56381
RPS6KA3	0.370005	0.927375	0.515766	0.689173	0.711184	0.07999
RPS6KA4	0.49128	0.827842	0.611777	0.497029	0.598713	0.154874
RPS6KA5	0.501363	0.816744	0.597704	0.527326	0.60932	0.147213
RPS6KA6	0.552156	0.746771	0.581569	0.562485	0.54691	0.190376
RPS6KB1	0.391197	0.911515	0.429461	0.81591	0.675697	0.10248
RPS6KB2	0.644427	0.522318	0.652474	0.401817	0.419413	0.334103
RPS6KC1	0.695993	0.356838	0.641275	0.426663	0.359695	0.478615
RPS6KL1	0.638188	0.542401	0.706388	0.268844	0.410625	0.352173
RPS7	0.28613	0.97314	0.12499	0.998281	0.788093	0.038105
RPS8	0.171218	0.997496	0.068284	0.999804	0.857991	0.009133
RPS9	0.376526	0.922956	0.180645	0.99121	0.795049	0.034373
RPSA	0.442291	0.871888	0.267734	0.957476	0.646937	0.121827
RPSA2	0.521066	0.79342	0.270927	0.955757	0.399465	0.377118
RPTN	0.833315	0.061625	0.634341	0.442475	0.352282	0.497471
RPTOR	0.289848	0.971618	0.345142	0.90523	0.764615	0.050479
RPUSD1	0.537866	0.770194	0.689042	0.310582	0.383579	0.413356
RPUSD2	0.681007	0.406089	0.622361	0.471201	0.316849	0.606875
RPUSD3	0.583435	0.68441	0.529216	0.665996	0.362661	0.470857
RPUSD4	0.642641	0.528652	0.525324	0.673067	0.347691	0.510729
RRAD	0.703027	0.335281	0.708172	0.265406	0.505134	0.224257
RRAGA	0.669637	0.443408	0.630336	0.452296	0.415195	0.342107
RRAGB	0.532364	0.778493	0.537465	0.64989	0.59337	0.158065
RRAGC	0.502917	0.815075	0.588796	0.547704	0.643779	0.123938
RRAGD	0.570241	0.711809	0.5349	0.654996	0.546117	0.191063
RRAS	0.776159	0.141174	0.775333	0.125951	0.288822	0.698011
RRAS2	0.581237	0.689369	0.660269	0.383747	0.558241	0.182274
RRBP1	0.57149	0.709256	0.424738	0.821802	0.500767	0.228235
RREB1	0.291451	0.970734	0.214064	0.981586	0.802251	0.03069
RRH	0.70174	0.338817	0.787745	0.106654	0.306997	0.639479
RRM1	0.414841	0.894034	0.366608	0.884802	0.698042	0.08765
RRM2	0.568953	0.714412	0.580136	0.564891	0.499435	0.229168
RRM2B	0.817956	0.077535	0.758948	0.155315	0.177491	0.95178
RRN3	0.603179	0.640314	0.534923	0.654898	0.359878	0.478026
RRN3P1	0.62226	0.588264	0.702257	0.278419	0.33804	0.539455
RRN3P2	0.548142	0.753302	0.520015	0.682053	0.487902	0.240167
RRP1	0.645719	0.519224	0.622814	0.47012	0.297344	0.670366
RRP12	0.640741	0.534594	0.456703	0.779966	0.354569	0.49207
RRP15	0.673813	0.430002	0.422119	0.825387	0.368574	0.454849
RRP1B	0.629072	0.568868	0.529794	0.665063	0.443518	0.294476
RRP36	0.668899	0.445519	0.508091	0.700761	0.281483	0.71947
RRP7A	0.759298	0.176676	0.605685	0.510238	0.258188	0.791063
RRP7BP	0.799998	0.101105	0.626525	0.461134	0.193457	0.928947
RRP8	0.612023	0.616646	0.457754	0.778493	0.435183	0.306948
RRP9	0.565957	0.721581	0.427203	0.818709	0.48108	0.247434
RRS1	0.617236	0.602013	0.422597	0.824748	0.393903	0.389983
RS1	0.347933	0.941223	0.509325	0.698993	0.618598	0.140928
RSAD1	0.675779	0.423177	0.526927	0.670169	0.290147	0.694525
RSAD2	0.668997	0.445323	0.520164	0.681905	0.424842	0.324527
RSBN1	0.377611	0.922219	0.442817	0.798576	0.653576	0.117162
RSBN1L	0.322026	0.956838	0.287469	0.946428	0.80978	0.027007
RSC1A1	0.552557	0.746182	0.469097	0.76386	0.491589	0.236631
RSF1	0.201581	0.994648	0.184531	0.990081	0.8372	0.016106
RSKR	0.632693	0.558311	0.724088	0.226565	0.327674	0.572502
RSL1D1	0.610718	0.620427	0.357186	0.893985	0.397979	0.380162
RSL24D1	0.518495	0.796661	0.290445	0.94466	0.64466	0.123251
RSPH1	0.737068	0.238154	0.633919	0.44385	0.277302	0.731451
RSPH10B	0.631123	0.563025	0.680629	0.331991	0.315543	0.611097
RSPH10B2	0.660644	0.472772	0.747916	0.176332	0.279007	0.726639
RSPH14	0.629024	0.569114	0.648502	0.410115	0.264263	0.77422
RSPH3	0.772713	0.147655	0.664785	0.371618	0.324821	0.581537
RSPH4A	0.520344	0.794451	0.50208	0.711711	0.346507	0.514216
RSPH6A	0.524867	0.788853	0.534057	0.65701	0.335074	0.547999
RSPH9	0.420204	0.890155	0.375781	0.876946	0.384541	0.410803
RSPO1	0.576625	0.699141	0.492573	0.727326	0.456124	0.276455
RSPO2	0.671215	0.438301	0.536159	0.65259	0.352604	0.496538
RSPO3	0.7227	0.279548	0.60353	0.515149	0.314019	0.616499
RSPO4	0.637517	0.543973	0.531783	0.661674	0.42368	0.326492
RSPRY1	0.279474	0.975792	0.46381	0.770341	0.675194	0.102971
RSRC1	0.731259	0.2548	0.636627	0.437663	0.486582	0.241886
RSRC2	0.407193	0.89973	0.43359	0.810705	0.812784	0.026074
RSRP1	0.746807	0.209035	0.59383	0.53587	0.414277	0.344218
RSU1	0.618353	0.598822	0.512911	0.693396	0.48143	0.246943
RTBDN	0.46798	0.849742	0.594916	0.533219	0.450826	0.283427
RTCA	0.583204	0.684999	0.424693	0.821851	0.422483	0.328357
RTCB	0.649538	0.506604	0.542937	0.639087	0.404239	0.366855
RTEL1	0.669865	0.442868	0.512441	0.693936	0.305773	0.643948
RTF1	0.221126	0.992045	0.313213	0.92988	0.842245	0.014437
RTF2	0.597909	0.652541	0.510981	0.696096	0.418327	0.336754
RTKN	0.675574	0.423914	0.689392	0.309305	0.366773	0.459808
RTKN2	0.574364	0.70302	0.592362	0.539651	0.530843	0.203044
RTL1	0.702456	0.337098	0.676715	0.341714	0.282179	0.717653
RTL10	0.625938	0.578198	0.611447	0.497668	0.360041	0.477682
RTL3	0.7222	0.281365	0.574962	0.575939	0.272985	0.746722
RTL4	0.812006	0.085735	0.576586	0.572453	0.22125	0.877682
RTL5	0.649817	0.505426	0.730278	0.211883	0.260139	0.785956
RTL6	0.738565	0.234274	0.646595	0.414486	0.311111	0.626271
RTL8A	0.693935	0.363909	0.697138	0.291186	0.182587	0.945544
RTL8B	0.72687	0.267616	0.755922	0.160815	0.167503	0.96327
RTL8C	0.687571	0.383698	0.644921	0.418414	0.56784	0.174957
RTL9	0.60435	0.637614	0.465309	0.768868	0.585891	0.162092
RTN1	0.398092	0.906212	0.569452	0.588166	0.69733	0.088289
RTN2	0.574782	0.702283	0.69801	0.288976	0.442895	0.295458
RTN3	0.722642	0.27999	0.702633	0.277437	0.351747	0.499042
RTN4	0.491175	0.828087	0.530684	0.663442	0.477519	0.251314
RTN4IP1	0.789883	0.116867	0.663824	0.373631	0.25579	0.797447
RTN4R	0.485156	0.833734	0.676239	0.342598	0.601275	0.153253
RTN4RL1	0.496344	0.82249	0.589943	0.545298	0.627009	0.135919
RTN4RL2	0.551647	0.747508	0.666441	0.367984	0.547651	0.18959
RTP1	0.565062	0.722956	0.525765	0.671937	0.337899	0.539946
RTP2	0.53464	0.775497	0.586624	0.551829	0.296514	0.673803
RTP3	0.644584	0.521974	0.602825	0.517113	0.25685	0.793862
RTP4	0.57152	0.70906	0.545321	0.634815	0.367066	0.458777
RTP5	0.46251	0.854603	0.616995	0.484066	0.45262	0.280923
RTRAF	0.638263	0.542057	0.41571	0.832752	0.397063	0.383206
RTTN	0.63299	0.557525	0.517646	0.686521	0.348964	0.507194
RUBCN	0.646579	0.51672	0.551403	0.622784	0.381666	0.418709
RUBCNL	0.667704	0.449546	0.618937	0.479745	0.374824	0.43727
RUFY1	0.776547	0.140535	0.711259	0.257992	0.281073	0.720795
RUFY2	0.798257	0.10356	0.740455	0.190916	0.268727	0.760226
RUFY3	0.78159	0.130714	0.718416	0.240953	0.313938	0.616794
RUFY4	0.604326	0.637712	0.601597	0.519715	0.321968	0.591014
RUNDC1	0.629851	0.566757	0.662508	0.377756	0.352115	0.497962
RUNDC3A	0.622061	0.58905	0.664487	0.372207	0.484916	0.243359
RUNDC3B	0.698102	0.350503	0.666888	0.366511	0.365955	0.462165
RUNX1	0.518223	0.79725	0.315402	0.928161	0.769436	0.047729
RUNX1T1	0.300922	0.966757	0.312882	0.930174	0.859037	0.008839
RUNX2	0.521305	0.793027	0.265867	0.9589	0.818092	0.023472
